	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3
VAV2	2271	2011	2968	2052	1845	5017
BRD3	322	298	499	333	240	776
WDR5	515	422	662	466	418	1157
RNU6ATAC	2	4	3	3	7	29
RXRA	970	975	1543	986	750	2040
MIR4669	0	0	0	0	0	0
COL5A1	88	75	122	72	64	191
MIR3689A	0	0	0	0	0	0
MIR3689C	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0
FCN2	0	0	0	0	0	0
FCN1	0	0	0	0	0	0
OLFM1	3	1	1	3	2	9
LOC401557	0	0	0	0	0	0
C9orf62	0	0	0	0	0	0
PPP1R26	250	228	321	263	203	602
C9orf116	13	9	22	13	16	25
MRPS2	373	359	518	487	318	1053
LCN1	0	0	0	0	0	0
OBP2A	0	0	0	0	0	0
PAEP	0	0	0	0	0	0
GLT6D1	0	0	0	0	0	0
LCN9	0	0	0	0	0	0
SOHLH1	0	0	0	0	0	0
KCNT1	0	0	0	0	0	0
CAMSAP1	738	671	1017	640	555	1662
UBAC1	305	311	395	269	235	779
NACC2	392	394	527	389	274	779
LHX3	0	0	0	0	0	0
QSOX2	187	174	287	201	171	493
DKFZP434A062	0	1	0	0	0	0
GPSM1	111	161	174	159	100	354
DNLZ	19	17	35	20	10	40
CARD9	2	4	6	13	4	14
SNAPC4	268	291	383	381	241	783
PMPCA	726	702	1004	814	714	2096
INPP5E	124	120	174	162	131	326
SEC16A	1944	1944	2905	2084	1660	5191
C9orf163	0	0	2	4	1	0
NOTCH1	1836	2322	2812	1949	1130	3630
MIR4673	0	0	0	0	0	0
MIR4674	0	0	0	0	0	0
EGFL7	90	87	120	114	69	214
MIR126	0	0	0	0	0	0
AGPAT2	207	272	292	349	192	522
FAM69B	9	16	11	7	13	16
SNHG7	134	154	177	119	94	328
LCN10	0	0	0	0	0	0
LCN6	0	0	0	0	0	0
LOC100128593	0	0	0	0	0	0
LCN8	0	0	0	0	0	0
LCN15	0	0	2	0	0	0
TMEM141	510	434	698	456	449	1392
RABL6	1022	1009	1573	1074	888	2659
MIR4292	2	4	4	5	1	4
PHPT1	695	675	952	654	564	1656
MAMDC4	29	67	72	54	36	98
EDF1	2544	2517	3931	3210	2078	7096
TRAF2	138	173	246	216	154	534
MIR4479	0	0	0	0	0	0
FBXW5	361	495	584	657	296	1147
C8G	0	1	5	3	1	7
LCN12	0	2	4	2	1	2
PTGDS	0	0	0	0	1	2
LCNL1	0	0	0	0	0	0
CLIC3	74	120	164	147	78	271
ABCA2	311	379	465	403	252	708
C9orf139	0	0	0	0	0	0
FUT7	0	0	0	0	0	0
NPDC1	260	343	421	337	215	655
ENTPD2	18	35	36	25	22	46
SAPCD2	26	23	51	30	19	88
UAP1L1	124	174	215	155	100	294
MAN1B1	1286	1156	1437	1137	1001	2625
DPP7	305	370	411	405	200	632
GRIN1	2	0	2	5	5	13
LRRC26	0	0	1	0	0	0
MIR3621	0	0	0	0	0	0
ANAPC2	149	161	154	175	105	315
SSNA1	194	176	250	228	138	523
TPRN	40	42	47	31	20	55
TMEM203	108	115	192	132	104	332
NDOR1	139	189	252	162	127	391
RNF208	12	19	22	16	17	54
RNF224	1	0	0	0	1	0
SLC34A3	0	1	0	0	0	0
TUBB4B	4265	3683	6133	5265	4267	14290
FAM166A	7	12	1	9	7	39
NELFB	430	411	480	427	329	1010
TOR4A	308	377	398	374	275	879
NRARP	70	68	124	49	44	198
EXD3	19	11	25	16	12	18
NOXA1	16	24	20	37	7	23
ENTPD8	0	1	1	0	0	0
NSMF	618	679	984	739	489	1818
PNPLA7	7	5	4	9	3	4
MRPL41	106	93	124	137	60	227
ZMYND19	171	193	246	192	158	428
ARRDC1	312	318	459	383	311	853
EHMT1	837	730	1250	841	699	2023
MIR602	0	0	0	0	0	0
CACNA1B	1	2	0	4	0	1
TUBBP5	9	4	10	3	8	7
FAM157B	0	2	0	0	0	2
FLJ43315	0	0	0	0	0	0
FAM230C	0	0	0	0	0	0
LOC100288966	0	0	0	0	0	0
LOC100233156	0	0	0	0	0	0
LOC389834	0	0	0	0	0	0
LOC283788	0	0	0	0	0	0
LOC100507412	0	0	0	0	0	0
PLCXD1	126	135	188	122	114	347
GTPBP6	77	109	129	122	56	176
LINC00685	11	14	23	9	6	33
PPP2R3B	59	48	59	60	38	114
SHOX	0	0	0	0	0	0
CRLF2	0	0	0	0	0	0
CSF2RA	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0
IL3RA	1	0	0	0	0	0
SLC25A6	5602	6424	9019	6966	4600	14886
ASMTL-AS1	68	73	73	85	56	164
ASMTL	171	150	259	185	166	516
P2RY8	0	0	0	0	0	0
AKAP17A	419	414	602	460	352	1113
ASMT	3	2	1	1	1	2
DHRSX	251	282	446	276	271	814
ZBED1	316	257	473	306	286	745
CD99P1	131	113	185	91	92	320
LINC00102	0	0	0	0	0	0
CD99	2561	2253	2796	2673	2468	7353
XG	159	141	171	91	106	313
GYG2	1	2	1	1	2	0
ARSD	531	456	660	426	414	1302
ARSE	6	3	6	2	0	3
ARSH	0	1	0	0	0	0
ARSF	1	1	0	0	0	0
MXRA5	844	786	1049	381	415	934
PRKX	1120	1079	1778	924	964	2832
LOC389906	190	184	271	173	193	549
NLGN4X	12	9	30	7	11	30
MIR4770	0	0	0	0	0	0
VCX3A	0	0	0	0	0	0
MIR4767	0	0	0	0	0	0
STS	502	415	725	484	459	1309
VCX	0	0	0	0	0	0
PNPLA4	722	596	986	505	522	1644
MIR651	0	0	0	0	0	0
VCX2	0	0	0	0	0	0
VCX3B	1	0	0	0	0	2
FAM9A	0	0	0	0	0	0
FAM9B	0	0	0	0	0	0
TBL1X	198	193	285	201	200	515
GPR143	0	0	6	5	3	5
SHROOM2	249	259	402	234	167	459
WWC3	424	378	594	354	297	987
CLCN4	62	50	70	54	55	136
MID1	532	549	870	443	434	1284
HCCS	292	272	541	269	251	805
ARHGAP6	3	10	8	3	6	10
AMELX	0	0	0	0	0	0
MSL3	639	564	882	486	552	1616
FRMPD4	8	7	0	2	2	12
PRPS2	245	223	422	198	180	478
TLR7	0	0	0	0	0	0
TLR8-AS1	0	0	0	0	0	0
TLR8	0	0	0	0	0	0
TMSB4X	9215	7810	14748	7406	7865	24768
FAM9C	0	0	0	0	1	2
ATXN3L	0	0	0	0	0	0
EGFL6	150	148	271	87	91	299
TCEANC	25	20	30	7	14	35
RAB9A	461	511	887	422	430	1304
TRAPPC2	272	219	352	172	189	648
OFD1	598	585	1016	483	510	1388
GPM6B	1	5	0	0	1	2
GEMIN8	121	100	182	117	114	350
GLRA2	0	0	0	0	0	0
FANCB	6	8	18	3	7	17
MOSPD2	176	148	275	119	138	417
ASB9	22	21	27	10	19	26
ASB11	0	0	0	0	0	0
PIGA	158	140	316	125	166	481
PIR-FIGF	0	0	0	1	0	4
PIR	46	63	76	36	35	101
BMX	1	1	3	1	3	2
ACE2	41	42	54	41	37	149
CA5BP1	36	51	93	57	50	134
CA5B	72	93	151	59	65	208
INE2	0	0	0	0	0	3
ZRSR2	959	775	1163	706	877	2394
AP1S2	13	13	29	12	14	39
GRPR	3	0	0	0	0	0
CTPS2	511	390	739	305	393	1166
S100G	0	0	0	0	0	0
SYAP1	1251	1066	1978	962	1028	2938
TXLNG	526	478	928	459	496	1408
RBBP7	1203	1108	1900	988	1069	2946
REPS2	91	57	136	70	63	195
NHS	186	210	358	182	166	473
MIR4768	0	0	0	0	0	0
SCML1	28	43	93	41	36	117
RAI2	0	2	0	1	2	3
BEND2	0	0	0	0	0	0
SCML2	3	1	4	2	4	5
CDKL5	122	114	153	89	78	278
RS1	0	0	0	0	0	0
PPEF1	1	0	0	2	0	0
PHKA2-AS1	2	4	0	0	1	2
PHKA2	342	306	460	325	307	891
PDHA1	1300	1060	1549	995	1172	3597
MAP3K15	1	1	0	3	1	3
SH3KBP1	1239	1020	1699	1201	1275	4114
LOC729609	0	0	0	0	0	0
MAP7D2	68	64	94	16	30	60
MIR23C	2	1	4	0	0	0
EIF1AX	505	541	1182	486	483	1527
SCARNA9L	2	1	2	2	0	5
RPS6KA3	450	433	1113	446	474	1418
CNKSR2	0	2	0	1	1	1
KLHL34	0	0	0	0	0	0
SMPX	1	0	0	1	1	0
MBTPS2	107	125	292	109	135	325
YY2	42	38	49	37	32	105
SMS	3622	2871	5106	2835	3315	9754
PHEX	72	44	105	40	48	115
PHEX-AS1	0	0	0	0	0	0
DDX53	0	0	0	0	0	0
PTCHD1	0	0	0	0	0	0
PRDX4	719	646	1074	662	697	1964
ACOT9	787	676	1192	687	774	2333
SAT1	13268	11395	18903	12873	13765	41328
APOO	79	93	215	112	91	293
CXorf58	2	4	7	1	5	3
KLHL15	39	39	57	33	31	119
EIF2S3	3424	3121	5774	2926	3251	9430
ZFX-AS1	0	0	0	0	0	0
ZFX	466	435	801	402	418	1225
SUPT20HL2	0	0	0	0	0	0
SUPT20HL1	0	0	0	0	0	0
PDK3	254	217	456	178	201	519
PCYT1B	47	55	62	51	61	160
POLA1	125	101	175	85	99	281
SCARNA23	0	0	0	0	0	0
ARX	0	0	0	0	0	0
MAGEB18	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0
VENTXP1	0	0	0	0	0	0
DCAF8L2	0	0	0	0	0	0
MAGEB10	0	0	0	0	0	0
DCAF8L1	0	0	0	0	0	0
IL1RAPL1	6	3	0	1	0	6
MAGEB2	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0
NR0B1	0	0	3	1	1	5
CXorf21	0	0	0	0	0	0
GK	52	51	74	61	70	161
TAB3	1592	1622	2751	1401	1498	4196
FTHL17	0	0	0	0	0	0
DMD	250	204	314	173	170	572
FAM47A	0	0	0	0	0	0
TMEM47	27	27	62	25	22	53
FAM47B	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0
FAM47C	0	0	0	0	0	9
FTH1P18	0	0	0	0	0	0
PRRG1	313	317	562	284	295	953
LANCL3	8	5	3	2	6	21
XK	2	1	6	5	5	19
CYBB	1	0	0	0	0	3
DYNLT3	510	578	1408	396	422	1340
SYTL5	90	79	126	52	43	126
SRPX	346	237	419	224	254	641
RPGR	75	77	141	50	67	177
OTC	0	0	0	0	0	0
TSPAN7	35	39	30	21	21	56
MID1IP1	869	958	1516	850	692	2443
BCOR	463	417	600	365	336	963
ATP6AP2	883	977	2164	834	797	2233
MPC1L	0	0	0	0	0	0
CXorf38	256	230	389	281	266	654
MED14	851	745	1338	633	699	1963
LOC100132831	0	0	0	0	0	0
USP9X	2939	2617	4235	2172	2428	6784
DDX3X	4795	4612	9082	4221	4222	12256
NYX	0	0	0	0	0	0
CASK	1249	1100	1966	928	1159	2908
GPR34	0	0	0	0	0	0
GPR82	0	0	0	0	0	0
MAOA	1832	1515	2657	1750	2022	5504
MAOB	28	31	24	11	13	13
NDP	0	0	0	0	0	0
EFHC2	2	2	5	2	3	4
FUNDC1	250	288	500	219	214	609
DUSP21	0	0	0	0	0	0
KDM6A	633	635	988	520	569	1493
CXorf36	0	0	0	0	0	0
MIR221	40	70	80	20	28	66
MIR222	2	1	3	0	1	2
KRBOX4	90	74	130	79	79	205
ZNF674	28	27	41	30	25	85
ZNF674-AS1	21	14	34	17	20	64
CHST7	30	35	49	31	28	57
SLC9A7	543	544	897	599	566	1731
RP2	402	364	543	342	362	1021
RGN	2	4	1	3	2	14
NDUFB11	219	234	347	248	180	663
RBM10	697	748	1086	790	649	1993
UBA1	5845	5404	8476	6273	5309	16376
INE1	23	63	48	27	41	134
CDK16	1454	1346	2017	1552	1389	4025
USP11	164	125	214	144	122	341
ZNF157	0	1	2	0	0	3
SNORA11C	0	0	0	0	0	0
ZNF41	203	160	293	170	153	465
ARAF	472	475	670	561	367	1180
SYN1	13	6	14	10	9	16
TIMP1	1793	1860	2177	2000	1508	4882
MIR4769	0	0	0	0	0	0
CFP	0	1	4	1	0	0
ELK1	243	215	342	193	191	543
UXT	394	325	513	357	304	1003
CXXC1P1	0	0	0	0	0	0
ZNF81	116	127	245	100	104	300
ZNF182	121	121	227	91	107	284
SPACA5	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0
ZNF630	61	49	108	34	53	168
SSX5	1	0	0	0	0	0
SSX1	0	0	0	0	0	0
SSX3	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0
SSX4	0	0	0	0	0	0
SLC38A5	2002	1940	2681	2175	1800	5171
FTSJ1	1031	996	1575	1206	960	2864
PORCN	978	1144	1404	1191	971	2949
EBP	1145	1182	1387	1145	1226	3531
TBC1D25	261	284	311	197	160	617
RBM3	3598	2902	4014	2698	2706	7956
WDR13	395	447	647	517	363	1093
WAS	7	8	10	11	8	24
SUV39H1	83	65	116	70	74	208
GLOD5	0	0	0	0	0	0
GATA1	0	0	0	0	0	0
HDAC6	456	401	638	451	434	1147
ERAS	0	0	0	0	0	0
PCSK1N	8	10	23	6	6	18
TIMM17B	251	223	335	234	201	596
PQBP1	409	363	471	416	410	1227
SLC35A2	414	480	651	523	462	1230
PIM2	128	102	151	107	106	307
OTUD5	1097	1053	1508	1017	1036	2935
KCND1	65	60	61	32	46	113
GRIPAP1	589	577	966	690	558	1642
TFE3	1084	1029	1605	1072	1055	3303
CCDC120	337	357	565	345	313	1076
PRAF2	1136	1071	1392	1002	1143	3081
WDR45	226	234	371	259	188	681
GPKOW	274	247	344	279	219	801
MAGIX	7	9	15	20	12	29
PLP2	3872	3808	4795	3205	3586	9609
PRICKLE3	265	302	452	270	235	647
SYP	0	2	7	5	6	16
CACNA1F	0	0	0	0	0	2
CCDC22	114	103	158	116	114	247
FOXP3	2	3	8	5	3	4
PPP1R3F	9	14	10	10	8	30
GAGE10	0	0	0	0	0	0
GAGE12J	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0
GAGE8	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0
GAGE2D	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0
GAGE5	0	0	0	0	0	0
GAGE12I	0	0	0	0	0	0
GAGE7	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0
GAGE2B	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0
PAGE1	0	0	0	0	0	0
PAGE4	0	0	0	0	0	0
USP27X	87	72	121	48	74	182
CLCN5	202	169	303	146	170	341
MIR532	0	0	0	0	0	0
MIR188	0	0	0	0	0	0
MIR500A	0	0	0	0	0	0
MIR362	0	0	0	0	0	0
MIR501	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0
MIR660	0	0	0	0	0	0
MIR502	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0
CCNB3	21	11	23	11	14	46
DGKK	0	0	0	0	0	0
SHROOM4	215	171	301	105	176	374
BMP15	0	0	0	0	0	0
NUDT10	10	7	22	9	7	20
NUDT11	154	111	191	120	117	285
GSPT2	131	139	213	81	130	279
MAGED1	2070	1795	3006	1919	1749	5397
MAGED4	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0
SNORA11E	0	0	0	0	0	0
SNORA11D	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0
XAGE1A	0	0	0	0	0	0
SSX7	0	0	0	0	0	0
SSX2	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	2
XAGE5	0	0	0	0	0	0
XAGE3	0	0	0	0	0	0
FAM156A	0	1	5	1	1	3
FAM156B	0	0	0	0	0	0
GPR173	8	8	12	9	6	17
TSPYL2	1136	969	1329	866	1003	2609
KDM5C	1890	1864	2814	1999	1737	5237
IQSEC2	181	196	280	194	180	505
SMC1A	2689	1965	3293	1894	2172	5982
RIBC1	10	7	29	12	6	18
HSD17B10	741	588	1092	674	594	1957
HUWE1	7357	6237	9967	6346	6489	19139
MIR98	0	2	6	0	0	0
MIRLET7F2	0	0	0	0	0	0
PHF8	499	549	747	438	450	1255
FAM120C	34	23	39	29	26	114
WNK3	15	15	38	27	27	42
TSR2	768	735	1075	647	696	2013
FGD1	171	191	256	182	158	530
GNL3L	593	544	835	487	489	1560
ITIH6	0	0	0	0	0	0
MAGED2	1212	1171	1630	1204	1019	2994
SNORA11	1	4	11	3	1	5
TRO	9	8	5	8	4	32
PFKFB1	1	1	0	5	4	3
APEX2	471	395	576	416	354	1056
ALAS2	0	0	0	0	1	1
PAGE2B	0	0	0	0	0	0
PAGE2	0	0	0	0	0	0
FAM104B	158	145	253	116	124	443
MTRNR2L10	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0
PAGE3	1	0	4	0	2	4
MIR4536-1	0	0	0	0	0	0
MAGEH1	77	75	155	88	83	231
USP51	14	8	17	8	5	24
FOXR2	0	0	0	1	0	0
RRAGB	279	257	348	159	201	586
KLF8	308	331	538	244	260	841
UBQLN2	719	611	1045	541	538	1475
UQCRBP1	6	2	4	4	4	7
SPIN3	86	118	168	62	67	208
SPIN2B	50	66	99	40	55	130
SPIN2A	0	0	1	0	0	0
FAAH2	71	35	69	43	41	152
ZXDB	216	241	464	270	248	668
ZXDA	31	22	51	16	18	44
SPIN4	19	12	30	16	11	41
ARHGEF9	284	259	369	200	231	687
MIR1468	0	0	0	0	0	0
AMER1	82	73	149	68	73	198
ASB12	0	2	0	1	2	0
MTMR8	14	10	16	3	6	36
ZC4H2	105	77	127	85	72	262
ZC3H12B	1	4	7	2	0	9
LAS1L	584	510	885	560	614	1735
FRMD8P1	0	0	0	0	0	0
MSN	16672	13689	22460	15559	15860	48785
MIR223	3	2	2	1	5	6
VSIG4	0	0	0	0	0	0
HEPH	8	5	8	4	0	4
EDA2R	143	141	164	90	84	276
AR	3	9	1	2	2	7
OPHN1	94	83	84	74	68	199
YIPF6	531	546	1040	409	469	1295
STARD8	1	0	1	0	1	10
EFNB1	2094	2122	2919	2500	1841	5908
PJA1	629	575	889	588	660	1752
FAM155B	87	96	108	64	74	226
EDA	43	33	54	22	36	50
MIR676	0	0	0	0	0	0
AWAT2	1	0	0	0	0	0
OTUD6A	0	0	0	0	0	0
IGBP1	684	573	1014	566	648	1887
DGAT2L6	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0
P2RY4	0	0	1	1	1	0
ARR3	0	0	0	0	0	0
RAB41	0	1	0	1	0	0
PDZD11	773	611	1023	578	640	1698
KIF4A	139	109	156	85	113	295
GDPD2	48	50	67	56	42	139
DLG3	483	415	582	399	402	1250
TEX11	0	0	0	0	0	0
SLC7A3	0	0	0	0	0	0
SNX12	813	718	1246	724	673	2069
FOXO4	141	175	263	180	165	465
CXorf65	0	0	0	0	0	0
IL2RG	2	2	0	4	3	14
MED12	483	474	708	453	428	1260
NLGN3	7	7	19	19	4	34
BCYRN1	0	0	0	0	0	0
GJB1	1	0	1	0	0	0
ZMYM3	580	503	643	452	438	1310
NONO	5071	4227	6774	4478	4370	13256
ITGB1BP2	9	10	6	1	12	35
TAF1	775	648	1040	551	668	1857
INGX	0	0	0	0	0	0
OGT	1185	1080	1682	843	1023	2864
CXCR3	0	0	0	0	0	0
LOC100132741	0	0	0	0	0	0
CXorf49	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0
NHSL2	0	0	0	1	0	1
RPS26P11	0	0	0	0	1	0
FLJ44635	0	0	4	1	1	1
PIN4	629	458	815	509	611	1737
ERCC6L	65	43	100	38	43	137
RPS4X	36884	29061	45890	25853	29368	89989
CITED1	1	5	5	4	3	13
HDAC8	576	436	601	419	432	1300
PHKA1	389	358	591	275	350	1003
DMRTC1	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0
FAM226B	0	0	0	0	0	0
FAM226A	0	0	0	0	0	0
PABPC1L2B	0	0	0	0	0	0
PABPC1L2A	0	0	0	0	0	0
NAP1L6	1	0	0	0	0	0
NAP1L2	48	43	62	30	19	109
CDX4	0	0	0	0	0	0
MAP2K4P1	1	2	3	0	1	1
CHIC1	29	32	78	19	24	85
TSIX	51	111	16	42	44	137
XIST	4548	5444	9289	4493	4395	13170
JPX	48	26	66	42	35	118
FTX	9	8	11	5	11	11
MIR421	0	1	0	1	0	5
MIR374B	0	0	0	0	0	0
MIR374C	0	0	0	0	0	0
MIR545	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0
ZCCHC13	0	0	0	0	0	0
SLC16A2	1523	1453	2236	1354	1422	4032
RLIM	1030	856	1826	811	827	2367
ABCB7	241	207	384	187	203	613
UPRT	355	274	526	266	298	817
ZDHHC15	0	0	0	0	0	0
TTC3P1	18	14	22	10	19	30
MAGEE2	0	0	0	0	0	0
PBDC1	927	753	1119	704	816	2450
MAGEE1	75	51	105	65	51	161
MIR384	0	0	0	0	0	0
FGF16	0	0	0	0	0	0
ATRX	1211	1337	2632	993	1014	2857
MAGT1	686	684	1326	573	598	1872
COX7B	1824	1454	2091	1289	1366	4137
ATP7A	174	217	330	128	143	360
PGAM4	0	0	0	0	1	1
PGK1	18629	14760	25778	15546	16990	49824
TAF9B	65	56	106	39	42	148
CYSLTR1	0	0	0	1	1	0
LPAR4	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0
P2RY10	0	0	0	0	0	0
GPR174	0	0	0	0	0	0
ITM2A	28	18	22	15	12	59
TBX22	0	0	0	0	0	0
BRWD3	446	430	849	442	430	1245
HMGN5	414	343	375	141	255	572
SH3BGRL	992	682	1054	541	706	1863
POU3F4	0	0	0	0	0	0
CYLC1	0	0	0	0	0	0
RPS6KA6	45	53	57	29	19	98
HDX	109	97	184	88	80	227
UBE2DNL	0	0	0	0	0	0
APOOL	171	162	323	158	131	429
SATL1	3	0	3	0	2	3
ZNF711	32	36	50	26	33	83
POF1B	408	376	606	282	341	990
CHM	663	615	998	476	543	1611
DACH2	0	3	0	2	4	8
KLHL4	63	38	64	25	25	80
CPXCR1	0	0	0	0	0	1
TGIF2LX	0	0	0	0	0	0
PABPC5	0	2	1	0	0	0
PCDH11X	0	0	0	0	0	0
NAP1L3	3	2	4	2	1	1
FAM133A	0	1	0	0	0	0
DIAPH2	165	178	463	178	174	544
RPA4	0	1	2	0	1	1
PCDH19	2	2	2	1	3	3
TNMD	0	0	0	0	0	0
TSPAN6	209	236	352	196	147	538
SRPX2	1589	1302	2110	1308	1404	4277
SYTL4	65	58	80	46	46	132
CSTF2	343	280	459	309	295	915
NOX1	0	0	0	1	0	0
XKRX	5	0	3	0	3	4
ARL13A	0	0	0	0	0	0
TRMT2B	100	93	123	76	98	253
CENPI	38	34	62	17	23	83
DRP2	1	0	1	3	2	8
TAF7L	2	4	2	0	1	2
TIMM8A	46	45	96	33	45	145
BTK	0	0	0	1	0	3
RPL36A	25	29	57	25	29	87
RPL36A-HNRNPH2	0	0	0	0	0	0
GLA	282	248	318	235	293	829
HNRNPH2	15	19	47	17	15	25
ARMCX4	14	21	28	16	22	60
ARMCX1	107	74	188	109	78	278
ARMCX6	185	166	268	156	225	453
ARMCX3	1562	1373	2197	1146	1410	3641
ARMCX2	539	542	1007	496	526	1522
NXF5	0	0	0	0	0	0
ZMAT1	5	1	3	3	2	12
TCEAL2	0	0	0	0	0	0
TCEAL6	0	0	0	0	0	0
BEX5	0	3	7	1	4	4
NXF2	0	0	0	0	0	0
NXF2B	0	0	0	0	0	0
TMSB15A	0	0	5	0	0	0
NXF4	0	0	0	0	0	0
ARMCX5	215	147	238	137	172	420
ARMCX5-GPRASP2	13	10	18	11	4	25
GPRASP1	12	17	18	11	16	35
GPRASP2	0	5	2	4	3	7
BHLHB9	85	79	156	60	64	199
LINC00630	32	31	52	15	23	103
RAB40AL	1	1	0	0	0	1
BEX1	0	1	0	1	0	2
NXF3	0	0	0	0	0	0
BEX4	268	230	484	293	233	627
TCEAL8	1014	825	1293	754	736	2412
TCEAL5	0	0	4	0	0	0
BEX2	66	56	50	43	29	89
TCEAL7	23	36	56	26	16	53
RAB40A	6	4	3	0	1	6
TCEAL4	4124	3348	4977	2549	3089	8324
TCEAL3	733	658	953	479	558	1615
TCEAL1	134	126	211	107	98	360
MORF4L2	3393	2746	4479	2447	2911	8911
MORF4L2-AS1	2	0	0	2	1	2
GLRA4	1	0	0	0	0	0
TMEM31	0	0	3	1	1	1
PLP1	0	0	0	0	0	0
RAB9B	0	0	4	1	1	3
TMSB15B	16	13	12	9	9	21
H2BFXP	0	0	0	1	0	0
H2BFWT	0	0	0	0	0	0
H2BFM	0	0	0	0	0	0
SLC25A53	11	5	13	15	10	16
ZCCHC18	0	0	0	0	0	0
LOC286437	68	71	91	53	39	90
FAM199X	322	283	566	252	252	733
ESX1	0	0	0	1	0	0
IL1RAPL2	1	0	1	1	0	0
TEX13A	0	0	0	1	1	0
NRK	1	0	1	2	1	7
SERPINA7	0	0	0	0	0	0
MUM1L1	27	27	75	24	17	36
CXorf57	31	36	49	18	23	65
RNF128	264	247	376	163	171	484
TBC1D8B	164	162	399	176	154	406
RIPPLY1	0	0	0	0	0	1
CLDN2	1	2	0	0	0	3
MORC4	411	325	654	276	378	1014
RBM41	399	418	1066	386	348	1030
NUP62CL	14	14	16	7	13	39
PIH1D3	0	0	0	0	0	0
PRPS1	371	296	633	267	270	859
TSC22D3	703	676	1003	341	388	1108
MID2	232	213	372	146	202	518
TEX13B	0	0	0	0	0	0
VSIG1	22	14	34	19	22	53
PSMD10	283	226	404	190	231	664
ATG4A	357	275	489	275	285	981
COL4A6	1138	987	1705	1013	1067	2877
COL4A5	1156	1051	1787	1081	1165	3277
IRS4	0	0	0	1	0	0
GUCY2F	0	1	0	0	0	0
NXT2	38	28	73	38	36	112
ACSL4	1578	1455	3041	1473	1475	4158
TMEM164	682	582	1014	664	646	1962
MIR3978	0	0	0	0	0	0
AMMECR1	298	242	625	230	203	645
SNORD96B	0	0	0	0	0	0
TDGF1P3	0	0	0	0	0	0
CHRDL1	0	0	0	0	0	0
PAK3	13	8	23	10	13	30
CAPN6	4	6	2	1	2	2
DCX	0	0	0	0	0	0
ALG13	334	254	446	283	275	845
TRPC5	2	0	0	1	0	0
TRPC5OS	0	1	0	0	0	0
LHFPL1	2	2	0	0	0	0
AMOT	16	19	30	12	12	23
MIR4329	0	0	0	0	0	0
HTR2C	0	0	0	0	0	0
SNORA35	0	0	0	0	0	0
MIR764	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0
MIR448	0	0	0	0	0	0
IL13RA2	2	3	7	4	4	2
LRCH2	0	0	4	1	1	0
RBMXL3	0	0	0	0	0	0
LUZP4	0	0	0	0	0	0
PLS3	5543	4936	8879	4687	4774	13715
AGTR2	0	0	0	0	0	0
SLC6A14	823	719	1408	1711	1589	5383
KLHL13	131	92	195	51	70	239
WDR44	586	533	1061	516	547	1482
MIR1277	0	0	0	0	0	0
DOCK11	13	11	18	7	3	24
IL13RA1	900	927	1411	708	799	2205
ZCCHC12	0	0	0	0	0	0
LONRF3	4	7	6	9	3	24
KIAA1210	0	0	0	0	0	0
PGRMC1	696	678	1233	648	657	1914
SLC25A43	236	239	445	190	195	763
SLC25A5-AS1	4	4	13	2	9	19
