NegControl1	NegControl2	NegControl3	NegControl4	NegControl5	case1.lung1	case1.lung2	case1.lung3	case1.lung4	case2.lung1	case2.lung2	case2.lung3	case3.lung1	case3.lung2	case4.lung1	case4.lung2	case5.lung1	case5.lung2	case5.lung3	case5.lung4	case5.lung5	ENTREZID	ENSEMBL	HGNC_SYMBOL
15	1	5	2	0	36	0	6	1	2	3	0	16	1	0	0	3	0	9	4	16	339559	ENSG00000187815	ZFP69
14	0	9	9	2	10	6	6	1	1	1	3	8	2	1	0	2	0	6	1	3	65243	ENSG00000187801	ZFP69B
12	2	3	4	4	24	4	3	2	2	9	2	16	2	0	1	3	0	5	6	16	284406	ENSG00000181007	ZFP82
77	3	70	60	9	187	39	25	3	30	33	32	125	35	4	5	17	0	77	17	83	146198	ENSG00000184939	ZFP90
119	40	125	131	60	275	43	39	4	31	62	40	153	29	23	1	37	4	137	32	118	80829	ENSG00000186660	ZFP91
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386607	NA	ZFP91-CNTF
13	5	22	12	4	13	3	0	0	4	2	4	8	3	1	0	1	0	10	2	9	139735	ENSG00000189420	ZFP92
4	1	9	4	0	21	2	1	0	2	6	1	18	2	0	0	2	0	8	5	3	7542	ENSG00000162300	ZFPL1
25	1	25	15	0	20	4	1	2	3	13	13	35	6	4	2	15	2	19	7	20	161882	ENSG00000179588	ZFPM1
62	4	52	19	0	123	19	6	3	10	6	16	47	5	3	0	11	0	58	16	33	23414	ENSG00000169946	ZFPM2
0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	102723356	NA	ZFPM2-AS1
314	53	298	209	99	956	151	130	47	153	110	221	527	101	20	1	146	5	292	161	314	51663	ENSG00000056097	ZFR
1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	23217	ENSG00000105278	ZFR2
128	27	166	123	47	541	86	86	8	49	39	54	164	41	16	0	52	3	96	63	89	7543	ENSG00000005889	ZFX
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100873922	ENSG00000234230	ZFX-AS1
21	2	0	0	6	0	0	0	0	10	19	25	68	13	0	0	13	1	28	14	30	7544	ENSG00000067646	ZFY
0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	107987337	ENSG00000233070	ZFY-AS1
40	2	21	46	18	135	20	21	2	23	18	41	80	22	3	0	24	1	43	8	57	53349	ENSG00000165861	ZFYVE1
162	29	200	157	108	373	59	74	17	130	165	152	335	64	9	0	62	0	186	66	254	9765	ENSG00000039319	ZFYVE16
39	1	7	11	1	81	5	13	1	8	3	20	38	14	12	0	20	0	28	10	20	84936	ENSG00000166140	ZFYVE19
85	19	47	70	30	179	49	10	9	23	31	20	100	23	14	0	22	2	48	27	72	79038	ENSG00000100711	ZFYVE21
235	16	115	105	38	330	51	80	10	79	82	96	287	48	37	4	59	5	141	48	138	23503	ENSG00000072121	ZFYVE26
42	4	24	32	2	98	27	17	5	13	28	13	67	8	15	0	24	0	24	28	32	118813	ENSG00000155256	ZFYVE27
53	7	47	25	4	57	19	5	0	25	25	28	49	17	12	0	14	2	24	10	24	57732	ENSG00000159733	ZFYVE28
92	3	55	79	13	356	57	22	13	35	18	33	93	22	11	0	20	0	93	35	88	9372	ENSG00000157077	ZFYVE9
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	653808	ENSG00000174992	ZG16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	124220	ENSG00000162078	ZG16B
0	0	3	1	0	10	2	0	0	1	1	1	2	4	0	0	1	0	4	2	0	100125288	ENSG00000220201	ZGLP1
58	3	15	18	2	58	8	5	4	6	12	17	31	6	11	0	12	1	25	3	17	84619	ENSG00000197114	ZGPAT
46	2	24	14	8	47	8	4	3	8	4	5	31	22	5	0	16	0	20	1	42	55345	ENSG00000138658	ZGRF1
169	41	142	100	41	574	77	80	23	49	102	92	237	45	13	0	47	3	120	75	176	11244	ENSG00000165156	ZHX1
0	0	4	0	0	2	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	100533106	ENSG00000259305	ZHX1-C8orf76
80	17	113	90	14	212	30	42	3	34	24	51	138	32	25	0	27	1	89	25	87	22882	ENSG00000178764	ZHX2
264	15	133	94	25	335	40	62	13	23	39	44	116	24	29	2	54	3	153	65	130	23051	ENSG00000174306	ZHX3
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7545	ENSG00000152977	ZIC1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	84107	ENSG00000174963	ZIC4
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	85416	ENSG00000139800	ZIC5
7	2	4	4	1	6	2	0	1	1	4	1	6	6	0	0	7	0	2	2	2	284307	ENSG00000171649	ZIK1
2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	23619	ENSG00000269699	ZIM2
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	101929059	ENSG00000286125	ZIM2-AS1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	114026	ENSG00000141946	ZIM3
359	48	371	307	72	689	150	85	24	114	182	228	617	149	59	1	182	6	357	199	391	7586	ENSG00000106261	ZKSCAN1
18	4	7	23	4	27	3	2	1	7	3	6	10	6	4	2	9	3	7	8	6	342357	ENSG00000155592	ZKSCAN2
20	2	9	26	2	56	12	8	3	8	9	11	27	6	3	0	4	0	12	5	19	80317	ENSG00000189298	ZKSCAN3
5	1	2	8	0	22	0	2	0	3	2	1	10	3	1	0	1	0	8	2	4	387032	ENSG00000187626	ZKSCAN4
38	6	27	20	9	110	33	4	1	12	10	27	73	7	2	0	8	1	26	22	47	23660	ENSG00000196652	ZKSCAN5
9	1	4	10	2	13	1	5	1	1	2	3	15	0	2	0	2	0	5	3	4	55888	ENSG00000196345	ZKSCAN7
99	36	142	101	18	261	30	47	6	44	51	47	151	38	10	1	26	4	101	44	111	7745	ENSG00000198315	ZKSCAN8
24	10	35	34	6	104	23	11	3	8	23	14	46	18	6	0	15	0	38	11	26	84460	ENSG00000166432	ZMAT1
134	52	102	132	74	635	96	88	30	119	105	147	391	79	37	2	124	8	214	113	263	153527	ENSG00000146007	ZMAT2
197	67	84	187	105	185	19	12	4	75	125	124	278	38	15	1	54	4	158	76	179	64393	ENSG00000172667	ZMAT3
0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	79698	ENSG00000165061	ZMAT4
15	2	4	15	1	25	6	6	2	7	5	6	16	10	4	0	2	0	8	6	7	55954	ENSG00000100319	ZMAT5
589	104	425	337	82	1032	185	134	35	169	174	268	643	161	98	1	194	7	380	205	390	57178	ENSG00000108175	ZMIZ1
4	2	3	1	3	2	1	0	0	3	1	3	8	0	0	1	2	0	2	1	3	283050	ENSG00000224596	ZMIZ1-AS1
331	32	267	196	34	307	82	47	8	46	118	129	401	103	75	0	91	5	203	89	217	83637	ENSG00000122515	ZMIZ2
86	29	59	87	40	255	34	46	5	65	81	58	182	34	10	0	21	1	127	53	107	10269	ENSG00000084073	ZMPSTE24
9	4	15	27	3	32	9	19	6	16	30	8	43	12	1	0	7	0	30	13	41	79830	ENSG00000197056	ZMYM1
241	56	264	276	69	512	83	72	25	132	177	203	502	108	27	1	94	4	225	155	296	7750	ENSG00000121741	ZMYM2
73	9	36	42	2	100	26	19	8	28	38	37	118	28	22	1	31	6	75	41	80	9203	ENSG00000147130	ZMYM3
173	59	170	92	45	519	91	84	18	120	106	100	369	56	15	0	57	6	164	54	180	9202	ENSG00000146463	ZMYM4
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100861513	ENSG00000227409	ZMYM4-AS1
29	6	46	35	4	103	5	8	5	14	23	16	117	21	2	0	21	0	63	24	52	9205	ENSG00000132950	ZMYM5
19	3	21	20	11	65	11	9	2	19	14	23	74	19	5	0	15	2	34	11	31	9204	ENSG00000163867	ZMYM6
7	0	0	0	3	20	3	7	0	6	2	4	15	3	1	0	6	0	3	3	10	NA	NA	ZMYM6NB
2	0	24	0	0	2	0	1	0	0	3	5	5	5	1	1	2	0	3	3	3	51364	ENSG00000004838	ZMYND10
282	28	196	117	34	513	109	89	32	88	109	118	344	85	40	3	82	3	190	106	162	10771	ENSG00000015171	ZMYND11
0	0	3	1	0	7	0	0	0	1	2	1	2	0	0	0	2	0	1	1	7	84217	ENSG00000066185	ZMYND12
6	9	15	13	0	5	1	1	1	1	3	8	17	0	5	1	4	2	9	7	5	84225	ENSG00000141497	ZMYND15
31	2	7	13	0	23	3	2	1	1	3	5	11	12	3	0	8	0	7	6	10	116225	ENSG00000165724	ZMYND19
1	0	0	1	0	1	0	0	0	1	4	0	0	1	0	0	1	0	0	0	0	100421055	NA	ZMYND19P1
185	17	146	243	21	526	133	94	34	83	89	89	323	93	23	0	123	3	184	79	232	23613	ENSG00000101040	ZMYND8
16	2	8	5	2	24	0	4	0	2	3	5	18	14	4	0	5	0	12	6	25	7556	ENSG00000256223	ZNF10
30	8	36	43	5	62	2	14	3	5	13	6	44	13	3	0	9	0	45	19	59	163227	ENSG00000197020	ZNF100
20	4	23	27	5	47	12	10	1	19	25	32	87	16	8	5	22	6	36	16	23	94039	ENSG00000181896	ZNF101
0	0	0	2	0	4	1	0	1	0	0	0	3	0	0	0	0	1	1	0	3	730190	ENSG00000234473	ZNF101P2
803	75	497	451	158	2809	474	394	90	327	336	305	910	167	82	0	236	7	511	268	510	64397	ENSG00000103994	ZNF106
33	11	54	43	6	174	18	34	7	19	23	31	112	8	5	2	24	0	73	17	77	51427	ENSG00000196247	ZNF107
21	1	9	16	4	14	7	5	1	2	5	4	34	7	0	0	2	0	14	9	9	7771	ENSG00000062370	ZNF112
4	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	1	0	3	1	1	163071	ENSG00000178150	ZNF114
138	9	86	175	27	323	66	48	9	46	88	74	263	48	13	0	37	2	92	44	99	51351	ENSG00000152926	ZNF117
89	13	76	81	13	159	47	34	9	34	40	63	115	24	6	0	41	0	86	6	77	7559	ENSG00000164631	ZNF12
138	41	83	247	21	390	70	32	9	58	108	84	232	58	13	0	48	4	123	34	130	7675	ENSG00000197961	ZNF121
15	14	31	23	7	82	9	13	0	7	9	10	29	21	1	0	8	0	25	4	12	7678	ENSG00000196418	ZNF124
97	9	116	76	28	176	16	28	4	40	32	55	132	26	2	0	30	2	82	28	109	7690	ENSG00000172262	ZNF131
12	2	18	18	0	26	2	4	2	6	3	14	20	13	1	0	4	1	13	3	10	7691	ENSG00000131849	ZNF132
18	4	22	25	1	52	15	6	0	6	6	6	34	6	2	0	3	1	16	3	20	7692	ENSG00000125846	ZNF133
44	4	31	41	5	72	12	7	0	17	31	17	37	17	2	0	13	3	46	8	51	7693	ENSG00000213762	ZNF134
36	1	7	7	2	38	8	3	2	8	5	8	5	6	1	0	5	0	5	2	26	7694	ENSG00000176293	ZNF135
40	4	46	27	10	36	16	16	2	8	22	26	65	5	4	1	9	1	34	4	22	7695	ENSG00000196646	ZNF136
5	1	11	2	0	57	9	14	2	4	4	5	14	5	1	0	2	1	7	1	6	7696	NA	ZNF137P
20	4	24	40	1	63	8	8	7	10	9	25	34	5	1	0	4	0	44	9	33	7697	ENSG00000197008	ZNF138
7	3	5	6	2	11	1	10	0	9	7	1	25	6	0	1	8	0	8	1	9	7561	ENSG00000105708	ZNF14
33	4	4	31	5	24	4	6	1	8	18	6	36	15	3	0	10	0	23	12	14	7699	ENSG00000196387	ZNF140
47	13	63	49	4	103	15	30	8	27	35	41	148	11	7	0	11	2	68	31	50	7700	ENSG00000131127	ZNF141
133	3	59	71	5	148	35	29	12	28	35	37	93	37	12	0	31	5	79	30	72	7701	ENSG00000115568	ZNF142
64	8	85	25	29	156	32	28	5	27	22	26	109	43	2	0	36	2	54	24	72	7702	ENSG00000166478	ZNF143
215	22	160	218	55	540	113	73	9	82	90	107	285	53	18	0	84	2	173	79	198	7705	ENSG00000167635	ZNF146
168	24	184	171	41	467	98	98	22	79	88	97	322	82	24	1	59	5	146	73	210	7707	ENSG00000163848	ZNF148
50	5	59	18	8	55	12	6	1	17	21	22	70	9	8	1	21	1	34	13	36	7710	ENSG00000179909	ZNF154
2	5	15	1	1	7	1	2	0	3	0	3	29	1	0	0	4	0	5	1	20	7711	ENSG00000204920	ZNF155
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	7712	ENSG00000147117	ZNF157
13	0	2	3	1	6	1	4	1	0	0	1	14	7	2	0	2	1	2	3	14	7564	ENSG00000170631	ZNF16
157	22	287	260	42	504	93	71	22	79	81	70	321	71	18	0	69	2	146	98	238	90338	ENSG00000170949	ZNF160
7	2	2	6	2	34	1	2	1	2	1	1	14	0	0	0	1	1	8	5	2	7718	ENSG00000197279	ZNF165
1	6	3	15	0	12	10	2	2	8	6	13	22	6	1	0	8	0	21	9	17	169841	ENSG00000175787	ZNF169
25	3	30	18	3	44	6	9	0	3	13	4	25	4	0	0	9	0	15	3	18	7565	ENSG00000186272	ZNF17
4	0	4	9	1	13	2	0	0	2	2	2	19	1	2	0	8	0	9	5	19	7727	ENSG00000103343	ZNF174
38	2	14	37	6	107	15	19	2	18	18	10	42	21	2	0	11	0	33	22	52	7728	ENSG00000105497	ZNF175
11	2	19	16	2	25	3	5	1	5	6	17	27	7	6	0	3	0	23	6	25	7566	ENSG00000154957	ZNF18
16	5	24	2	1	25	10	12	0	2	2	7	31	4	2	0	9	0	3	6	24	7733	ENSG00000167384	ZNF180
39	0	9	12	4	53	7	18	0	15	8	15	43	8	3	1	5	1	19	9	26	339318	ENSG00000197841	ZNF181
16	1	31	23	7	102	13	12	7	14	18	15	55	9	2	0	12	0	18	10	32	7569	ENSG00000147118	ZNF182
20	3	27	10	7	51	6	8	1	3	13	6	37	9	3	0	7	1	21	9	19	7738	ENSG00000096654	ZNF184
9	6	10	31	5	25	2	5	1	22	15	37	71	6	3	0	21	2	27	9	38	7739	ENSG00000147394	ZNF185
39	15	70	36	9	127	18	31	8	22	35	31	75	14	13	1	19	0	39	20	38	7743	ENSG00000136870	ZNF189
3	1	3	9	1	2	0	0	0	4	4	1	12	10	1	0	3	2	6	3	8	7567	ENSG00000157429	ZNF19
0	0	1	3	0	6	0	0	1	1	5	3	1	0	0	0	1	0	1	0	1	651302	ENSG00000226314	ZNF192P1
41	5	34	36	7	118	12	24	4	12	47	25	77	18	3	1	11	0	44	5	71	7748	ENSG00000005801	ZNF195
55	8	58	40	7	156	22	24	3	13	21	25	89	19	2	0	17	3	65	11	51	10168	ENSG00000186448	ZNF197
0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	100874094	ENSG00000233509	ZNF197-AS1
5	0	4	10	4	18	7	3	1	5	8	9	24	11	0	1	20	2	13	3	8	7549	ENSG00000275111	ZNF2
0	0	2	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	4	1	2	7568	ENSG00000132010	ZNF20
21	6	10	13	0	57	11	12	1	6	1	6	40	8	4	0	8	4	23	8	23	7752	ENSG00000010539	ZNF200
37	1	34	21	0	80	25	14	1	9	20	18	43	2	4	0	15	0	34	7	18	7753	ENSG00000166261	ZNF202
9	3	22	28	1	49	10	16	2	10	12	6	32	14	1	0	11	2	30	3	23	7754	NA	ZNF204P
36	0	8	9	0	28	9	4	0	8	1	5	20	2	4	0	7	1	13	10	13	7755	ENSG00000122386	ZNF205
1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	81854	NA	ZNF205-AS1
241	119	357	481	92	684	130	134	30	171	198	216	638	162	39	0	165	9	372	159	358	7756	ENSG00000010244	ZNF207
25	1	8	6	1	63	7	14	3	7	1	3	9	11	0	0	6	0	12	2	8	7757	ENSG00000160321	ZNF208
30	4	18	21	1	75	5	13	5	12	15	22	35	13	4	1	12	0	26	13	37	10520	ENSG00000121417	ZNF211
5	1	10	15	5	31	2	5	1	4	10	2	34	3	3	0	11	1	14	2	10	7988	ENSG00000170260	ZNF212
34	3	7	29	3	50	15	15	4	11	10	24	41	4	9	0	4	0	12	0	27	7760	ENSG00000085644	ZNF213
11	0	2	4	0	17	1	0	0	0	0	3	7	2	4	2	6	0	7	2	2	100507458	NA	ZNF213-AS1
17	1	8	4	4	10	1	3	0	10	4	3	10	4	1	0	0	0	3	1	2	7761	ENSG00000149050	ZNF214
4	0	2	3	1	9	0	0	1	4	3	6	35	5	0	0	2	0	2	1	3	7762	ENSG00000149054	ZNF215
139	51	202	119	38	285	74	35	4	69	97	75	240	67	28	4	84	5	188	86	182	7764	ENSG00000171940	ZNF217
109	7	55	21	3	79	14	4	3	10	13	21	52	14	42	2	10	2	22	28	44	51222	ENSG00000165804	ZNF219
26	2	22	8	8	49	5	14	2	9	5	5	38	0	4	0	7	0	14	9	14	7570	ENSG00000165512	ZNF22
15	6	19	24	5	83	14	3	2	7	13	19	52	15	2	0	3	1	22	19	18	7638	ENSG00000159905	ZNF221
3	0	10	4	0	13	2	5	0	6	3	6	18	2	0	0	3	0	4	3	1	7673	ENSG00000159885	ZNF222
0	0	7	0	1	5	0	0	0	0	0	2	4	0	1	0	0	0	0	1	4	7766	ENSG00000178386	ZNF223
9	10	37	22	7	36	11	8	2	3	2	11	31	6	3	0	3	0	15	3	15	7767	ENSG00000267680	ZNF224
18	4	16	13	1	24	5	4	3	10	12	19	64	5	1	0	9	1	19	6	28	7768	ENSG00000256294	ZNF225
38	6	29	17	10	92	15	18	6	22	28	25	91	25	8	1	29	1	38	20	65	7769	ENSG00000167380	ZNF226
31	12	37	38	9	110	15	20	5	17	22	18	70	19	6	0	13	4	51	16	29	7770	ENSG00000131115	ZNF227
7	0	2	7	1	20	2	4	1	6	5	3	15	1	0	0	4	0	5	3	2	7772	ENSG00000278318	ZNF229
6	1	3	15	0	5	2	1	1	0	4	1	7	1	0	0	3	0	7	1	11	7571	ENSG00000167377	ZNF23
9	6	20	3	5	39	3	12	1	4	7	1	36	8	1	1	2	0	23	6	26	7773	ENSG00000159882	ZNF230
17	1	24	10	4	36	5	3	0	3	2	13	16	6	1	0	9	0	14	10	36	7775	ENSG00000167840	ZNF232
1	0	9	4	1	5	0	0	0	2	6	0	15	1	1	0	3	0	2	0	7	353355	ENSG00000159915	ZNF233
53	6	34	21	7	102	15	18	3	20	22	37	71	20	4	0	19	1	30	18	45	10780	ENSG00000263002	ZNF234
11	3	27	15	5	26	10	6	3	19	15	17	47	13	0	0	16	0	28	6	23	9310	ENSG00000159917	ZNF235
127	10	94	71	6	184	25	29	6	63	56	54	155	34	9	0	42	0	72	21	86	7776	ENSG00000130856	ZNF236
5	1	1	7	1	12	1	5	1	1	2	1	13	0	3	0	0	0	1	0	1	8187	ENSG00000196793	ZNF239
144	33	238	207	82	527	56	77	13	95	125	80	241	59	35	2	47	3	160	70	186	7572	ENSG00000172466	ZNF24
68	4	32	40	5	126	16	11	9	16	45	35	82	29	4	1	6	0	60	33	44	57209	ENSG00000198105	ZNF248
51	10	78	49	34	122	14	14	6	9	16	18	74	17	0	0	16	0	46	29	51	219749	ENSG00000175395	ZNF25
22	3	29	27	4	39	7	5	1	11	5	5	30	8	8	0	9	1	12	9	23	58500	ENSG00000196150	ZNF250
27	7	28	60	0	29	6	9	2	3	5	14	56	8	6	1	15	1	30	7	33	90987	ENSG00000198169	ZNF251
77	9	26	41	5	231	25	44	1	37	39	39	74	23	4	0	18	0	58	19	31	286101	ENSG00000196922	ZNF252P
2	0	1	6	3	8	0	1	0	1	1	3	4	1	0	0	1	0	3	5	5	286103	ENSG00000255559	ZNF252P-AS1
21	12	18	17	2	59	8	9	1	14	13	20	155	20	0	0	11	0	34	15	35	56242	ENSG00000256771	ZNF253
44	15	86	79	12	135	17	22	3	27	49	40	149	23	8	1	17	0	72	24	85	9534	ENSG00000213096	ZNF254
8	2	17	2	1	10	0	3	0	0	1	10	19	0	0	0	3	1	3	2	8	10172	ENSG00000152454	ZNF256
2	1	0	10	0	34	0	2	0	3	3	1	20	1	0	0	3	0	4	3	2	113835	ENSG00000197134	ZNF257
1	0	8	8	1	23	6	3	0	1	6	4	0	1	0	0	0	1	4	2	0	442240	NA	ZNF259P1
59	11	27	48	4	44	21	12	3	20	34	28	82	15	7	1	15	2	45	28	30	7574	ENSG00000198393	ZNF26
32	12	48	79	14	146	29	9	1	15	28	18	101	13	4	0	19	0	43	11	53	339324	ENSG00000254004	ZNF260
84	1	40	58	13	134	25	8	6	14	33	31	66	15	5	0	13	2	45	29	26	10127	ENSG00000006194	ZNF263
164	49	118	96	35	178	64	24	8	66	71	61	189	40	21	1	37	4	153	45	93	9422	ENSG00000083844	ZNF264
103	5	83	58	9	84	23	15	2	31	42	56	114	35	6	0	20	9	61	35	87	10781	ENSG00000174652	ZNF266
84	38	241	63	38	402	45	62	11	62	49	80	196	23	14	0	48	0	106	21	147	10308	ENSG00000185947	ZNF267
33	12	23	71	2	69	21	6	4	8	37	43	88	12	1	0	13	0	57	24	75	10795	ENSG00000090612	ZNF268
51	6	37	49	14	246	31	51	6	54	40	62	86	13	2	0	16	0	44	16	91	10778	ENSG00000257267	ZNF271P
8	4	26	7	1	26	4	4	2	8	9	5	22	5	7	0	6	2	11	8	13	10793	ENSG00000198039	ZNF273
100	5	87	117	5	79	28	25	6	19	49	53	123	37	7	1	20	2	51	25	70	10782	ENSG00000171606	ZNF274
27	5	19	41	5	97	13	17	3	8	25	8	62	17	3	0	11	0	33	9	22	10838	ENSG00000063587	ZNF275
141	13	64	57	9	143	18	19	10	19	31	28	118	24	45	1	38	3	69	29	80	92822	ENSG00000158805	ZNF276
40	13	33	33	17	139	12	31	3	27	29	34	95	19	10	0	24	0	59	10	71	11179	ENSG00000198839	ZNF277
18	4	28	44	11	137	15	36	2	18	7	26	65	11	2	0	10	0	50	9	14	7576	ENSG00000198538	ZNF28
1	1	2	2	2	2	0	2	0	0	0	1	2	1	0	0	1	0	1	0	0	140883	ENSG00000275004	ZNF280B
18	1	7	29	2	37	8	7	0	9	2	13	34	16	2	0	14	0	26	9	35	55609	ENSG00000056277	ZNF280C
104	12	77	112	20	342	62	57	17	60	95	60	190	47	11	0	36	6	112	40	128	54816	ENSG00000137871	ZNF280D
107	25	98	92	19	313	70	55	8	48	61	114	173	29	4	0	30	0	112	36	144	23528	ENSG00000162702	ZNF281
64	6	31	42	10	68	21	15	2	19	13	28	83	17	18	0	18	0	38	31	62	8427	ENSG00000170265	ZNF282
15	7	14	36	4	44	5	12	0	10	21	19	81	12	0	1	10	1	27	9	30	284349	ENSG00000167637	ZNF283
4	1	2	1	1	3	1	4	1	1	1	5	3	2	2	0	3	0	1	0	4	342909	ENSG00000186026	ZNF284
1	1	0	4	0	9	0	2	0	0	4	1	5	2	0	0	5	1	0	0	0	26974	ENSG00000267508	ZNF285
0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	147711	NA	ZNF285B
18	4	20	15	3	54	6	11	1	11	7	13	54	4	4	0	7	0	30	6	27	57335	ENSG00000187607	ZNF286A
0	0	3	3	1	10	2	0	0	0	0	0	2	2	0	0	0	1	1	2	1	729288	ENSG00000249459	ZNF286B
8	4	2	0	0	2	1	0	0	3	3	5	4	2	0	0	7	0	2	2	7	57336	ENSG00000141040	ZNF287
251	46	519	223	45	647	144	102	36	100	123	148	372	92	33	2	90	2	231	95	225	23036	ENSG00000188994	ZNF292
0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	150142	ENSG00000237232	ZNF295-AS1
1	0	1	1	1	4	4	0	0	1	2	0	6	1	0	0	0	0	3	1	1	162979	ENSG00000170684	ZNF296
66	3	46	52	10	63	10	15	0	25	27	17	92	23	4	3	33	2	42	34	46	7551	ENSG00000166526	ZNF3
17	1	8	6	1	23	8	3	1	1	8	10	12	4	0	0	6	0	7	1	21	90075	ENSG00000168661	ZNF30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	102723513	NA	ZNF30-AS1
20	2	5	18	10	17	5	1	1	3	8	14	47	3	3	0	4	0	23	20	9	91975	ENSG00000145908	ZNF300
37	0	1	9	1	22	1	1	0	1	2	6	13	3	0	0	1	0	1	1	1	134466	NA	ZNF300P1
38	10	42	60	23	129	29	37	4	20	9	26	56	17	6	2	12	2	51	27	25	55900	ENSG00000089335	ZNF302
22	2	18	32	0	51	13	6	4	5	11	8	34	5	3	0	8	0	16	16	14	57343	ENSG00000131845	ZNF304
6	1	2	1	0	8	3	0	0	4	7	1	3	2	0	0	0	2	9	2	4	282890	ENSG00000197935	ZNF311
98	19	106	56	14	127	20	21	1	32	27	35	86	18	41	4	36	4	46	20	63	100131017	ENSG00000205903	ZNF316
72	8	42	41	4	141	35	34	5	20	17	16	97	15	12	1	13	1	23	20	35	57693	ENSG00000130803	ZNF317
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100288659	ENSG00000253781	ZNF317P1
143	24	171	61	23	298	55	54	10	52	72	72	204	55	28	1	66	2	145	65	128	24149	ENSG00000171467	ZNF318
24	3	7	9	4	35	3	8	1	11	13	9	36	5	2	0	7	0	12	4	17	57567	ENSG00000166188	ZNF319
9	2	11	15	7	89	17	14	1	9	13	16	33	9	0	0	11	0	16	9	28	7580	ENSG00000169740	ZNF32
0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	414208	ENSG00000230565	ZNF32-AS2
53	9	28	65	11	105	10	24	5	21	27	25	88	9	12	0	27	1	30	17	42	162967	ENSG00000182986	ZNF320
16	5	9	26	1	36	5	5	6	3	14	15	22	3	2	0	2	0	13	6	19	79692	ENSG00000181315	ZNF322
13	0	13	16	7	26	6	0	2	2	6	11	12	3	3	0	12	0	14	11	10	25799	ENSG00000083812	ZNF324
7	0	1	5	1	7	0	1	0	2	3	6	4	6	5	1	2	0	3	2	5	388569	ENSG00000249471	ZNF324B
115	36	110	98	29	533	88	81	9	68	74	90	245	82	13	0	47	11	123	72	168	284695	ENSG00000162664	ZNF326
12	5	13	10	1	28	5	3	2	3	3	1	35	4	1	0	12	0	22	6	9	79673	ENSG00000181894	ZNF329
70	17	74	75	47	266	37	47	2	38	39	33	112	19	4	1	40	2	78	27	99	27309	ENSG00000109445	ZNF330
255	36	336	161	30	337	47	21	7	83	150	197	172	50	39	4	65	6	103	54	145	55422	ENSG00000130844	ZNF331
95	10	55	85	10	100	24	31	2	6	31	29	67	15	18	2	15	0	54	22	40	84449	ENSG00000160961	ZNF333
26	2	3	50	1	35	10	8	1	5	23	5	45	5	12	1	7	0	8	7	30	55713	ENSG00000198185	ZNF334
108	7	49	53	2	108	4	12	3	30	20	36	87	35	14	1	43	0	73	27	87	63925	ENSG00000198026	ZNF335
7	0	13	16	0	16	5	4	0	6	5	5	12	2	4	0	8	0	13	7	5	26152	ENSG00000130684	ZNF337
0	0	2	2	0	6	0	0	0	0	4	4	5	4	1	0	1	0	2	1	1	102724826	ENSG00000213742	ZNF337-AS1
106	36	113	164	36	270	37	36	3	66	67	40	311	76	6	1	53	0	123	58	123	7581	ENSG00000189180	ZNF33A
67	16	45	37	23	123	13	23	5	48	32	21	201	31	4	0	39	1	80	17	69	7582	ENSG00000196693	ZNF33B
2	0	1	11	0	0	0	0	0	1	1	0	4	0	1	0	0	0	1	0	2	100419868	NA	ZNF33BP1
13	1	8	7	1	14	2	1	0	3	1	2	17	6	1	0	7	0	20	3	13	80778	ENSG00000196378	ZNF34
