#NAME	Case1	Case2	Case3	Case4	Case5	NegCtrl1	NegCtrl2	NegCtrl3	NegCtrl4	NegCtrl5
#CLASS_CvsI	Infected	Infected	Infected	Infected	Infected	Control	Control	Control	Control	Control
RP11-395I6.2	0	0	0	0	0	0	0	0	0	0
RP11-395I6.3	5	2	7	0	2	1	0	3	0	0
RP11-395L14.11	33	8	5	0	39	6	1	0	4	1
RP11-395L14.13	0	0	0	0	0	0	0	0	0	0
RP11-395L14.17	0	1	0	0	0	0	0	0	1	0
RP11-395L14.18	1	0	2	0	3	1	0	0	1	1
RP11-395L14.3	0	0	0	0	0	0	0	0	0	0
RP11-395M19.1	1	0	0	0	1	0	0	0	0	0
RP11-395N21.2	20	16	11	0	23	8	6	32	11	4
RP11-395N3.1	1	1	1	0	0	1	0	0	1	0
RP11-395N3.2	1	2	2	0	0	0	0	0	0	0
RP11-395N6.4	0	0	0	0	0	0	0	0	0	0
RP11-395P13.4	0	0	0	0	0	0	0	0	0	0
RP11-395P13.7	0	0	0	0	0	0	0	0	0	0
RP11-395P16.1	0	0	0	0	0	0	0	0	0	0
RP11-396B14.2	0	1	0	3	3	0	0	0	2	0
RP11-396C23.2	0	0	0	0	1	0	0	0	0	0
RP11-396C23.3	0	0	0	0	0	0	0	0	0	0
RP11-396C23.4	0	0	1	0	1	0	1	0	0	0
RP11-396F22.1	2	0	2	0	1	0	0	0	1	0
RP11-396J6.1	1	0	1	0	0	0	0	0	0	0
RP11-396K3.1	41	28	22	1	45	11	7	24	5	1
RP11-396M11.1	0	0	0	0	0	1	0	0	0	0
RP11-396N11.1	0	0	0	0	0	0	0	0	0	0
RP11-396O20.1	0	0	0	0	0	0	0	0	0	0
RP11-396O20.2	0	0	0	0	0	0	0	0	0	0
RP11-397A15.4	0	0	0	0	0	0	0	0	0	0
RP11-397A16.1	0	0	0	0	0	0	0	0	0	0
RP11-397A16.3	0	0	0	0	0	0	0	0	0	0
RP11-397C12.1	1	0	0	0	0	0	3	0	0	0
RP11-397C18.2	0	0	0	0	0	0	0	0	0	0
RP11-397D12.4	0	0	0	0	0	0	0	0	0	0
RP11-397D21.1	0	0	0	0	0	0	0	0	0	0
RP11-397E7.1	1	0	0	1	1	0	0	1	2	0
RP11-397E7.2	0	0	0	0	0	0	0	0	0	0
RP11-397E7.4	12	1	1	0	1	1	0	1	0	0
RP11-397G17.1	0	0	0	1	0	0	0	0	0	0
RP11-397G5.2	2	1	0	0	1	0	0	0	0	0
RP11-397H6.1	0	0	0	0	0	0	0	0	0	0
RP11-397J20.1	1	0	5	0	0	0	0	0	0	0
RP11-397K18.1	0	0	0	0	0	0	0	0	0	0
RP11-397O4.1	3	0	2	0	9	1	0	0	0	0
RP11-397O8.7	0	0	1	0	2	0	0	0	0	0
RP11-397P13.6	9	0	8	0	3	1	2	4	4	0
RP11-397P13.7	2	4	1	0	1	0	0	1	0	0
RP11-398A8.1	2	0	1	0	0	0	0	0	0	0
RP11-398A8.2	1	0	0	0	0	0	0	0	0	0
RP11-398A8.4	1	0	0	0	0	0	0	0	0	0
RP11-398A8.5	7	0	0	0	0	0	0	0	0	0
RP11-398B16.2	0	0	0	0	0	0	0	0	0	0
RP11-398C13.2	0	0	1	0	0	0	0	0	0	0
RP11-398C13.6	2	0	0	1	0	1	0	0	0	0
RP11-398E10.1	6	0	0	0	0	0	0	0	0	0
RP11-398G24.2	0	0	0	0	0	0	0	0	0	0
RP11-398H6.1	9	0	0	0	1	0	0	0	0	0
RP11-398J10.2	0	0	0	0	0	0	0	0	0	0
RP11-398J16.1	0	0	0	0	0	0	0	0	0	0
RP11-398J5.1	0	0	0	1	1	0	0	0	0	0
RP11-398K22.12	3	10	25	0	10	2	3	4	11	0
RP11-398M15.1	0	0	0	0	0	0	0	0	0	0
RP11-399B17.1	0	1	7	0	2	1	0	2	1	0
RP11-399C16.3	3	0	5	0	2	0	1	1	0	0
RP11-399D15.1	0	0	0	0	0	0	0	0	0	0
RP11-399E6.1	0	0	0	0	1	0	0	0	0	0
RP11-399E6.2	0	0	0	0	0	0	0	0	0	0
RP11-399E6.4	0	0	0	0	0	0	0	1	0	0
RP11-399F2.2	0	0	0	0	0	0	0	0	0	0
RP11-399F4.1	0	0	0	0	0	0	0	0	0	0
RP11-399H11.2	0	0	0	0	0	0	1	0	0	0
RP11-399H11.3	0	0	0	0	0	0	0	0	0	0
RP11-399J13.2	6	0	0	0	0	0	0	0	1	0
RP11-399K21.10	0	0	0	0	0	0	0	0	0	0
RP11-399K21.11	0	0	0	0	0	0	0	0	0	0
RP11-399K21.12	28	27	52	1	21	8	9	7	20	7
RP11-399K21.13	0	1	1	0	0	0	0	0	0	0
RP11-399K21.14	8	5	0	1	0	1	0	0	2	0
RP11-399K21.5	0	0	0	0	0	0	0	0	0	0
RP11-399L7.3	0	0	0	0	0	0	0	0	0	0
RP11-399N22.3	1	0	0	0	0	0	0	0	0	0
RP11-399O19.9	21	7	6	1	10	3	6	7	14	1
RP11-39C10.1	0	0	0	1	0	0	0	0	0	0
RP11-39E3.3	1	0	2	0	0	0	0	0	0	0
RP11-39E3.4	14	1	1	0	0	0	0	0	0	0
RP11-39E3.5	3	0	0	0	1	0	0	1	1	1
RP11-39H3.1	0	0	0	0	0	0	0	0	0	0
RP11-39H3.2	2	1	0	0	0	0	0	0	0	0
RP11-39K24.12	13	4	0	0	3	0	0	7	7	1
RP11-39K24.13	6	1	1	0	2	0	0	0	2	0
RP11-39K24.14	4	3	10	1	0	0	0	4	0	0
RP11-39K24.4	48	8	4	0	7	1	7	3	2	1
RP11-39M21.1	0	0	0	0	1	1	0	0	0	0
RP11-39M21.2	2	0	2	0	2	0	0	1	0	0
RP11-3B12.2	1	0	0	0	0	0	0	0	0	0
RP11-3B12.3	0	0	0	0	0	0	0	0	0	0
RP11-3B12.4	0	0	0	0	0	0	0	0	0	0
RP11-3B12.5	0	0	0	0	0	0	0	0	0	0
RP11-3B7.1	12	4	0	1	2	2	0	4	2	0
RP11-3B7.7	0	0	0	0	0	0	0	0	0	0
RP11-3D23.1	2	0	0	0	2	1	0	0	0	0
RP11-3D4.2	0	0	0	0	0	1	2	0	0	0
RP11-3D4.3	3	0	1	0	0	0	0	0	1	0
RP11-3D4.4	1	0	0	0	0	0	0	0	0	0
RP11-3G20.1	0	0	0	0	0	0	0	0	0	0
RP11-3G20.2	0	0	0	0	0	0	0	0	0	0
RP11-3G21.1	0	0	0	0	0	0	0	0	0	0
RP11-3J1.1	0	0	0	0	0	0	0	0	0	0
RP11-3J10.7	1	1	2	0	1	1	0	1	0	0
RP11-3J11.1	0	0	0	0	0	0	0	0	0	0
RP11-3K16.1	0	0	0	0	0	0	0	0	0	0
RP11-3K16.2	3	3	6	1	0	1	1	1	0	0
RP11-3K24.1	10	1	1	0	1	0	0	5	0	0
RP11-3K24.2	0	0	0	0	0	0	1	0	1	0
RP11-3K24.3	1	0	1	0	7	3	0	5	1	0
RP11-3L10.2	0	0	0	0	0	0	0	0	0	0
RP11-3L10.3	0	0	0	0	0	0	0	0	0	0
RP11-3L21.2	1	0	0	0	1	0	0	0	0	0
RP11-3L23.2	0	0	0	0	0	0	0	0	0	0
RP11-3M1.1	0	0	0	0	0	0	0	0	0	0
RP11-3M1.3	0	0	0	0	0	0	0	0	0	0
RP11-3N13.2	0	0	0	0	0	0	0	0	0	0
RP11-3N2.11	0	0	0	0	0	0	0	0	0	0
RP11-3N2.5	1	0	0	0	1	0	0	0	0	0
RP11-3N2.7	0	0	0	0	0	0	0	0	0	0
RP11-3N2.8	0	0	0	0	0	0	0	0	0	0
RP11-3N2.9	0	0	0	0	0	0	0	0	0	0
RP11-3P17.3	28	29	64	0	81	9	4	11	6	6
RP11-3P17.4	0	0	1	0	0	1	0	0	0	0
RP11-3P17.5	11	7	21	0	24	1	2	0	0	0
RP11-3P22.1	0	0	0	0	0	0	0	0	0	0
RP11-3P22.2	0	0	0	0	0	0	0	0	0	0
RP11-400D2.2	0	0	0	0	0	0	0	0	0	0
RP11-400D2.3	0	0	0	0	0	0	0	0	0	0
RP11-400F19.12	4	0	1	0	9	1	0	0	3	0
RP11-400F19.18	24	9	22	0	26	13	0	22	16	1
RP11-400F19.6	11	8	18	6	16	2	0	0	1	0
RP11-400F19.8	0	0	0	0	0	0	0	0	0	0
RP11-400G3.3	0	0	0	0	0	0	0	0	0	0
RP11-400G3.5	0	0	0	0	1	0	0	0	1	0
RP11-400K9.1	0	0	0	0	0	0	0	0	0	0
RP11-400K9.2	1	0	0	1	0	0	0	0	0	0
RP11-400K9.3	0	0	0	0	0	0	0	0	0	0
RP11-400K9.4	27	5	26	1	26	11	0	0	0	0
RP11-400L8.2	9	6	10	0	5	5	2	4	9	1
RP11-400N13.1	0	0	0	0	0	0	0	0	0	0
RP11-400N13.2	0	0	0	0	0	0	0	0	1	0
RP11-400N13.3	0	3	0	0	0	0	1	0	0	0
RP11-400N9.1	6	1	1	0	1	0	0	0	1	0
RP11-401E14.2	0	0	0	0	0	0	0	0	0	0
RP11-401E14.3	0	0	0	0	0	0	0	0	0	0
RP11-401E5.2	0	0	0	0	0	0	0	0	0	0
RP11-401E9.3	1	0	1	0	0	0	0	0	0	0
RP11-401F2.2	0	0	0	0	0	0	0	0	0	0
RP11-401F2.3	0	1	0	0	1	0	0	0	0	0
RP11-401F2.4	2	1	2	0	0	2	0	0	0	0
RP11-401G5.1	0	0	0	0	0	0	0	0	0	0
RP11-401H2.1	0	0	0	0	0	0	0	0	0	0
RP11-401I19.1	0	0	0	0	0	0	0	0	0	0
RP11-401I19.2	0	0	0	0	0	0	0	0	0	0
RP11-401L13.4	4	6	8	0	4	0	0	0	1	1
RP11-401L13.5	0	0	0	0	0	0	0	0	0	0
RP11-401L13.7	0	0	0	0	0	0	0	0	0	0
RP11-401N16.1	1	0	0	0	0	0	0	0	0	0
RP11-401N16.2	0	0	0	0	0	1	0	0	0	0
RP11-401N18.1	0	0	0	0	0	0	0	0	0	0
RP11-401O9.3	1	0	0	0	0	0	0	0	0	0
RP11-401O9.4	0	0	0	0	0	0	0	0	0	0
RP11-401P9.1	7	0	0	0	1	6	1	4	2	0
RP11-401P9.4	27	2	19	4	22	21	1	30	1	4
RP11-401P9.5	0	3	2	2	3	1	0	1	1	0
RP11-401P9.6	3	3	1	0	6	3	0	4	1	1
RP11-401P9.7	4	2	11	2	3	17	0	14	10	1
RP11-402C9.1	0	0	0	0	0	0	0	0	0	0
RP11-402D21.2	0	0	0	0	0	0	0	0	0	0
RP11-402D21.3	0	0	0	0	0	0	0	0	0	0
RP11-402F9.3	0	0	0	0	0	0	0	0	0	0
RP11-402G3.3	0	0	0	0	0	0	0	0	0	0
RP11-402G3.4	0	0	0	0	0	0	0	0	0	0
RP11-402G3.5	0	0	1	0	0	0	1	0	0	0
RP11-402G3.6	0	0	0	0	0	0	0	0	0	0
RP11-402J6.1	0	0	0	0	0	0	0	0	0	0
RP11-402J6.2	1	0	0	0	0	0	0	0	0	0
RP11-402J6.3	1	0	0	0	0	0	0	1	0	1
RP11-402J7.2	1	4	0	0	1	0	0	1	0	0
RP11-402K9.1	0	0	0	0	0	0	0	0	0	0
RP11-402L1.11	0	0	0	0	0	0	0	0	0	0
RP11-402L1.12	0	0	1	0	0	0	0	0	0	0
RP11-402L1.4	0	0	0	0	0	0	0	0	0	0
RP11-402L5.1	0	0	0	0	0	0	0	1	0	1
RP11-402L5.2	0	0	0	0	0	0	0	0	0	0
RP11-402N8.1	0	0	0	0	0	0	0	0	0	0
RP11-402P6.11	0	0	0	0	0	0	0	0	0	0
RP11-402P6.12	0	0	0	0	0	0	0	0	0	0
RP11-402P6.13	0	0	0	0	0	0	0	0	0	0
RP11-402P6.2	0	0	0	0	0	0	0	0	0	0
RP11-402P6.3	0	0	0	0	0	0	0	0	0	0
RP11-402P6.4	0	0	0	0	0	0	0	0	0	0
RP11-402P6.5	0	0	0	0	0	0	0	0	0	0
RP11-402P6.6	0	0	0	0	0	0	0	0	0	0
RP11-402P6.9	0	0	0	0	0	0	0	0	0	0
RP11-403A21.1	0	0	0	0	0	0	0	1	0	0
RP11-403A21.3	0	0	0	0	0	0	0	1	0	1
RP11-403A3.1	0	0	0	1	0	1	0	0	0	0
RP11-403A3.2	1	0	0	0	0	0	0	0	0	0
RP11-403A3.3	1	1	0	0	1	0	0	1	0	0
RP11-403B2.10	0	0	0	0	0	0	0	0	0	0
RP11-403B2.3	0	0	0	0	0	0	0	0	0	0
RP11-403B2.5	0	0	0	0	0	0	0	0	0	0
RP11-403B2.6	0	0	0	0	0	0	0	0	0	0
RP11-403B2.7	0	1	1	0	2	0	0	0	1	3
RP11-403D15.1	0	0	0	0	0	0	0	0	1	0
RP11-403D15.2	0	0	0	0	0	0	0	2	0	0
RP11-403E24.1	1	1	1	0	0	0	0	0	1	0
RP11-403H13.1	5	0	1	0	0	0	4	0	0	0
RP11-403I13.10	0	0	0	0	0	0	0	0	0	0
RP11-403I13.4	0	0	0	0	5	0	0	0	0	0
RP11-403I13.5	0	0	1	0	0	0	0	0	0	0
RP11-403I13.7	0	0	0	0	0	1	0	0	0	0
RP11-403I13.8	40	14	30	3	27	4	0	10	11	0
RP11-403I13.9	0	0	0	0	0	1	0	0	0	0
RP11-403N16.2	0	0	0	0	0	0	1	0	0	0
RP11-403N16.3	0	0	0	0	0	0	0	0	0	0
RP11-403N16.4	1	0	1	1	0	0	0	0	0	0
RP11-403N16.5	1	0	0	0	0	0	0	0	0	0
RP11-403P13.1	0	0	0	0	0	0	0	0	0	0
RP11-403P14.1	0	0	0	0	0	0	0	0	0	0
RP11-403P17.2	0	0	0	0	0	0	0	0	0	0
RP11-403P17.3	0	0	0	0	0	0	0	0	0	0
RP11-403P17.4	0	1	1	0	1	0	0	0	0	0
RP11-403P17.5	0	1	0	0	1	1	0	0	0	0
RP11-403P17.6	1	1	0	0	0	1	1	1	3	3
RP11-404E12.1	0	0	0	0	0	0	0	0	0	0
RP11-404E16.1	1	1	2	0	3	2	1	1	0	0
RP11-404F10.2	3	2	1	0	7	1	0	2	2	0
RP11-404F10.5	0	0	0	0	0	0	0	0	0	0
RP11-404F10.6	0	0	0	0	0	0	0	0	0	0
RP11-404G16.2	0	0	0	1	0	0	0	0	0	0
RP11-404H14.1	0	0	0	0	0	0	0	0	0	0
RP11-404I7.1	0	0	0	0	0	0	0	0	0	0
RP11-404I7.2	0	0	0	0	0	0	0	0	0	0
RP11-404J23.1	0	0	0	0	0	0	0	0	0	0
RP11-404J24.1	0	0	0	0	0	0	0	0	0	0
RP11-404K5.1	0	0	0	0	0	0	0	0	0	0
RP11-404K5.2	0	0	0	1	2	0	0	0	0	0
RP11-404K5.3	0	0	0	0	0	0	0	0	0	0
RP11-404K5.4	0	0	0	0	0	0	0	0	0	0
RP11-404L6.2	0	0	0	0	0	0	0	0	0	0
RP11-404O13.1	0	0	0	0	0	0	0	0	0	0
RP11-404O13.4	0	0	0	0	0	0	0	0	0	0
RP11-404O13.5	0	0	0	0	0	0	0	0	0	0
RP11-404P21.1	0	0	0	0	0	0	0	0	0	0
RP11-404P21.3	0	0	0	0	0	0	0	0	0	0
RP11-404P21.5	1	0	2	0	0	0	0	3	0	1
RP11-404P21.6	0	0	0	0	0	0	0	0	0	0
RP11-404P21.8	0	0	0	0	0	0	0	0	0	0
RP11-404P21.9	2	0	0	1	0	0	0	0	0	0
RP11-405A12.1	0	0	0	0	0	0	0	0	0	0
RP11-405A12.2	1	2	3	0	0	1	0	0	0	0
RP11-405F3.2	0	0	0	0	0	0	0	0	0	0
RP11-405F3.4	0	0	0	0	0	0	0	2	0	0
RP11-405F3.5	0	3	2	0	5	0	0	0	0	0
RP11-405K6.1	0	0	0	0	0	0	0	0	0	0
RP11-405L18.4	0	0	1	0	1	0	0	0	0	0
RP11-405M12.2	0	0	0	1	0	0	0	0	0	0
RP11-405M12.3	0	0	0	0	1	0	0	4	0	0
RP11-405M12.4	0	1	0	0	2	0	0	1	0	0
RP11-405O10.2	16	35	41	0	38	21	8	18	16	8
RP11-405P11.1	0	0	0	0	0	0	0	0	0	0
RP11-406A20.1	0	0	0	0	0	0	0	0	0	0
RP11-406A20.4	0	0	0	0	0	0	0	0	0	0
RP11-406A20.5	0	0	0	0	0	0	0	0	0	0
RP11-406A9.2	0	0	0	0	0	1	0	0	0	0
RP11-406D1.2	2	0	0	0	0	0	0	0	0	0
RP11-406H21.2	0	0	1	0	0	0	0	0	0	1
RP11-406H23.2	4	3	3	0	2	1	1	0	6	1
RP11-406H23.5	0	2	1	0	1	0	0	0	1	2
RP11-406H4.1	0	0	0	0	0	0	0	0	0	0
RP11-406O16.1	0	0	0	0	0	0	0	0	0	0
RP11-406O23.2	0	0	0	0	0	0	0	0	0	0
RP11-407A16.1	0	0	0	0	0	0	0	0	0	0
RP11-407A16.3	0	0	0	0	0	0	0	0	0	0
RP11-407A16.4	0	0	0	0	0	0	0	0	0	0
RP11-407A16.5	0	0	0	0	0	0	0	0	0	0
RP11-407A16.6	0	0	0	0	0	0	0	0	0	0
RP11-407A16.7	0	0	0	0	0	0	0	0	0	0
RP11-407A16.8	0	0	0	0	0	0	0	0	0	0
RP11-407B7.1	0	1	2	0	1	0	0	0	2	0
RP11-407B7.3	0	0	0	0	0	0	0	0	0	0
RP11-407G23.1	0	0	0	0	0	0	0	0	1	0
RP11-407G23.2	6	4	1	2	7	4	1	2	9	0
RP11-407G23.4	1	1	0	1	2	0	0	0	5	0
RP11-407G23.5	2	0	1	0	7	3	0	0	1	0
RP11-407G23.7	1	1	6	0	2	0	0	1	1	0
RP11-407H12.8	0	0	0	0	0	0	0	0	0	0
RP11-407N17.2	0	0	0	0	0	0	0	0	0	0
RP11-407N17.3	1	0	0	0	0	0	0	0	0	0
RP11-407N17.4	0	0	1	0	2	1	0	0	0	0
RP11-407N17.5	2	1	1	1	0	1	0	0	1	0
RP11-407N17.6	1	0	2	0	0	0	0	0	0	0
RP11-407N8.4	4	0	0	1	0	0	0	0	0	1
RP11-407N8.5	0	0	2	0	0	0	0	0	0	0
RP11-407N8.6	1	1	1	0	0	0	0	0	5	0
RP11-407P15.1	0	0	0	1	0	0	0	0	0	0
RP11-407P15.2	0	0	0	1	1	0	0	0	0	0
RP11-407P18.1	0	0	0	0	0	0	0	0	0	0
RP11-407P2.1	0	0	0	0	0	0	0	0	0	0
RP11-408A13.2	0	0	0	0	0	0	0	0	0	0
RP11-408A13.3	0	0	0	0	0	0	0	0	0	0
RP11-408A13.4	6	2	1	0	3	0	0	0	4	0
RP11-408B11.2	0	0	0	0	0	0	0	0	0	0
RP11-408E1.1	0	0	0	0	1	0	0	0	0	0
RP11-408E5.4	0	0	0	0	0	0	0	0	0	0
RP11-408E5.5	0	0	0	0	0	0	0	0	0	0
RP11-408E5.6	0	0	0	0	0	0	0	0	0	0
RP11-408E5.8	0	0	0	0	0	0	0	0	0	0
RP11-408H1.3	9	1	1	1	1	0	0	1	0	0
RP11-408H20.3	0	0	0	0	0	0	0	0	0	0
RP11-408I18.9	0	0	0	0	0	0	0	0	2	0
RP11-408J6.1	0	0	0	0	0	0	0	0	0	0
RP11-408N14.1	0	0	0	0	0	0	0	0	0	0
RP11-408O19.5	0	0	4	0	1	0	0	2	1	0
RP11-408P14.1	17	5	7	5	15	5	2	1	1	3
RP11-409C19.2	0	0	0	0	0	1	0	2	1	0
RP11-409I10.2	0	0	0	0	1	0	0	0	0	0
RP11-409K15.1	0	0	0	0	1	0	0	0	0	0
RP11-409K20.6	0	0	0	0	3	0	0	0	0	0
RP11-409K20.7	0	0	0	0	0	0	0	0	0	0
RP11-409O11.3	0	0	0	0	0	0	0	0	0	0
RP11-40A13.1	0	0	0	0	0	0	0	0	0	0
RP11-40A13.2	0	0	0	0	0	0	0	0	0	0
RP11-40B20.1	0	0	0	0	1	0	0	0	0	0
RP11-40C11.2	8	1	4	0	8	0	0	3	0	0
RP11-40C6.2	0	0	1	0	2	0	0	0	0	0
RP11-40E6.1	0	0	0	0	0	0	0	0	0	0
RP11-40E6.2	0	0	0	0	1	0	0	0	0	0
RP11-40F6.1	0	0	0	1	0	0	0	0	0	0
RP11-40G16.1	0	0	0	1	0	0	0	0	0	0
RP11-40H19.1	0	0	0	0	0	0	0	0	0	0
RP11-40H20.4	0	0	0	0	0	0	0	0	0	0
RP11-40H20.5	0	0	0	0	0	0	0	0	0	0
RP11-410B16.1	0	0	0	0	0	0	0	0	0	0
RP11-410C4.1	0	0	0	0	0	0	0	0	0	0
RP11-410C4.2	0	0	0	0	0	0	0	0	0	0
RP11-410C4.4	0	0	1	0	0	0	0	0	0	0
RP11-410C4.5	0	0	0	0	0	0	0	0	0	0
RP11-410D17.2	0	0	0	0	0	0	0	0	0	0
RP11-410E4.1	4	4	1	0	0	1	0	0	0	0
RP11-410K21.2	1	0	0	0	0	0	0	0	0	0
RP11-410L14.1	9	0	0	0	4	0	1	0	0	0
RP11-410L14.2	12	8	20	10	10	2	0	0	3	0
RP11-410N8.1	0	0	0	0	0	0	0	0	0	0
RP11-410N8.3	0	0	0	0	0	0	0	1	0	0
RP11-410N8.4	0	0	0	0	0	0	0	0	0	0
RP11-411B10.2	0	0	0	0	1	0	0	0	0	0
RP11-411B10.3	0	0	0	0	0	0	0	0	0	0
RP11-411B10.4	0	0	0	0	0	0	0	0	0	0
RP11-411B10.5	0	0	0	0	0	0	0	0	0	0
RP11-411B10.6	0	0	2	0	0	0	0	0	0	0
RP11-411B10.7	0	1	1	0	4	0	0	0	0	0
RP11-411B10.8	1	0	1	0	1	0	0	0	0	0
RP11-411B6.6	0	0	0	0	3	1	0	0	0	0
RP11-411G2.1	0	0	0	0	0	0	0	0	0	0
RP11-411G7.2	1	2	1	0	0	0	0	1	2	0
RP11-411G9.2	0	0	1	0	0	0	0	0	0	0
RP11-411H5.1	0	0	0	0	0	0	0	0	0	0
RP11-411K7.1	3	0	0	0	1	0	0	0	0	0
RP11-412B14.1	0	0	0	0	0	0	0	0	0	0
RP11-412B14.2	0	0	0	0	0	0	0	0	0	0
RP11-412D9.4	4	4	1	0	3	0	0	0	1	0
RP11-412H8.2	0	0	0	0	0	0	0	0	0	0
RP11-412H9.2	0	0	0	0	0	0	0	0	0	0
RP11-412P11.1	0	0	0	0	0	0	0	0	0	0
RP11-413B19.2	0	0	0	0	1	0	0	0	0	0
RP11-413E1.2	0	0	0	0	0	0	0	1	0	0
RP11-413E1.4	1	0	0	0	1	0	0	2	0	0
RP11-413E6.1	0	0	2	0	1	0	0	0	0	0
RP11-413E6.2	0	0	0	0	0	0	0	0	0	0
RP11-413G15.1	0	0	1	0	0	0	0	0	0	0
RP11-413H22.2	3	5	2	0	2	1	0	2	3	0
RP11-413H22.3	0	1	1	0	2	0	0	1	0	0
RP11-413M3.4	21	4	1	0	4	3	0	14	5	0
RP11-413N13.1	0	0	0	0	0	0	0	0	0	0
RP11-413P11.1	0	0	0	0	0	0	0	0	0	0
RP11-414B7.1	0	0	1	0	0	0	0	0	0	0
RP11-414C16.1	0	0	0	0	0	0	0	0	0	0
RP11-414C23.1	0	0	0	0	0	0	0	0	0	0
RP11-414H17.2	0	0	0	0	0	0	0	0	0	0
RP11-414H17.5	0	0	0	0	0	0	0	4	0	0
RP11-414H23.2	0	0	0	0	0	0	0	0	0	0
RP11-414H23.3	0	1	0	0	0	0	0	0	0	0
RP11-414J4.2	0	0	1	0	1	0	0	0	0	0
RP11-415A20.1	0	0	0	0	0	0	0	0	0	0
RP11-415C15.1	0	0	0	0	0	0	0	0	0	0
RP11-415C15.2	0	0	0	1	0	0	0	0	0	0
RP11-415C15.3	0	0	0	0	0	0	0	0	0	0
RP11-415D17.1	0	0	0	0	3	0	0	0	0	0
RP11-415D17.3	0	0	1	0	1	0	0	0	0	0
RP11-415D17.4	0	0	0	0	0	0	0	0	0	0
RP11-415F23.2	8	5	2	0	6	4	3	3	0	1
RP11-415F23.3	23	10	11	0	3	2	1	12	0	1
RP11-415F23.4	10	6	1	0	6	2	1	2	4	0
RP11-415G4.1	0	0	0	0	0	0	0	0	0	0
RP11-415H23.4	0	0	0	0	0	0	0	0	0	0
RP11-415I12.1	0	0	0	0	0	0	0	0	0	0
RP11-415I12.2	0	0	0	0	0	0	0	0	0	0
RP11-415I12.3	0	0	0	0	0	0	0	0	0	0
RP11-415J8.3	22	49	29	3	61	12	22	59	65	8
RP11-415J8.5	0	0	0	0	0	0	0	0	0	0
RP11-415J8.7	1	2	3	0	1	1	0	0	0	0
RP11-415K20.1	0	0	0	0	0	0	0	0	0	0
RP11-415K20.2	0	0	0	0	0	0	0	0	0	0
RP11-416A14.1	1	3	8	0	1	10	1	4	1	0
RP11-416A17.1	2	0	1	0	0	0	0	0	0	0
RP11-416A17.6	4	2	10	0	7	3	0	3	6	0
RP11-416H1.1	0	0	0	0	0	0	0	0	0	0
RP11-416H1.2	0	0	0	0	10	1	0	2	0	0
RP11-416I2.1	0	0	0	0	1	0	0	0	0	0
RP11-416K24.1	0	0	0	0	0	0	0	0	0	0
RP11-416L21.1	0	0	0	0	0	0	0	0	0	0
RP11-416L21.2	0	0	0	0	0	0	0	0	0	0
RP11-416N13.1	0	0	1	1	0	0	0	0	0	0
RP11-416N2.3	0	0	0	0	0	0	0	0	0	0
RP11-416N2.4	11	5	15	3	12	4	1	2	18	2
RP11-416N4.1	0	0	0	1	0	0	0	0	0	0
RP11-416N4.4	0	0	0	0	0	0	0	0	0	0
RP11-416O18.2	0	0	0	0	0	0	0	0	0	0
RP11-417B4.2	11	0	2	1	8	0	0	0	3	1
RP11-417B4.3	4	2	3	0	0	1	0	0	0	0
RP11-417D4.1	0	0	0	0	0	0	0	0	0	0
RP11-417E7.1	2	2	1	1	0	0	0	1	0	0
RP11-417E7.2	2	0	0	0	0	0	0	0	0	0
RP11-417F21.1	29	7	17	1	18	9	10	25	31	14
RP11-417F21.2	0	0	0	0	0	0	0	0	0	0
RP11-417J1.1	0	0	0	0	0	0	0	0	0	0
RP11-417J1.3	9	0	2	0	0	3	0	1	0	1
RP11-417J1.4	0	0	0	0	0	0	0	0	0	0
RP11-417J1.5	0	0	0	0	0	0	0	0	0	0
RP11-417J1.6	0	0	0	0	0	0	0	0	0	1
RP11-417J1.7	0	0	0	0	0	0	0	0	0	0
RP11-417J1.8	0	0	0	0	0	0	0	0	0	0
RP11-417L14.1	0	0	0	0	0	0	0	0	0	0
RP11-417L19.2	0	0	0	0	0	0	0	0	0	0
RP11-417L19.4	0	0	0	0	0	0	0	0	0	0
RP11-417L19.5	18	11	26	7	31	8	1	25	18	1
RP11-417L19.6	0	0	0	1	0	0	0	2	0	0
RP11-417N10.3	0	0	0	0	0	0	0	0	0	0
RP11-417N10.4	0	0	0	0	0	0	0	0	0	0
RP11-417O11.5	1	0	0	3	4	2	0	2	0	0
RP11-417O18.1	1	0	1	1	0	0	0	0	0	0
RP11-417O18.2	0	0	0	1	0	0	0	0	0	0
RP11-417P24.1	0	0	0	0	0	0	0	0	0	0
RP11-418B12.1	0	0	0	0	0	0	0	0	0	0
RP11-418H16.1	1	0	0	0	1	0	0	0	0	0
RP11-418I22.2	0	0	0	0	0	0	0	0	0	0
RP11-418J17.1	76	43	39	1	35	27	2	25	7	2
RP11-418J17.3	0	0	0	0	0	0	0	0	0	0
RP11-419C19.1	0	0	0	0	0	0	0	0	0	0
RP11-419C19.2	0	0	0	0	0	0	0	0	0	0
RP11-419C19.3	0	0	0	1	0	0	0	0	0	0
RP11-419C23.1	0	0	0	1	0	0	0	0	0	0
RP11-419C5.2	3	3	8	2	6	1	0	2	0	0
RP11-419C5.3	0	0	0	0	0	0	0	0	0	0
RP11-419I17.1	0	0	1	0	1	5	0	4	8	0
