	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
RP3-368A4.5	40	4	83	69	24	160	35	34	4	25	52	25	127	25	3	0	19	0	50	32	52
RP3-368A4.6	60	18	133	118	27	136	44	27	6	42	50	43	163	43	1	0	16	3	83	37	69
RP3-368B9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-369A17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-369A17.4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
RP3-370M22.8	4	0	8	0	0	10	5	0	0	0	2	1	20	3	0	0	0	0	3	0	9
RP3-375P9.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP3-377H17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-377O6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-378P9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-378P9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-380B4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-380B8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-380C13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-380E11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-382I10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-382I10.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-384D21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-388E23.2	2	0	0	1	0	3	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0
RP3-388M5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP3-388M5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
RP3-388N13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-388N13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-388N13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-389A20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-389A20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-390M24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-391O22.1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
RP3-391O22.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-393B19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-393E18.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-393E18.2	1	0	6	4	0	31	15	3	1	1	0	2	0	1	0	0	1	0	1	2	4
RP3-393E18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-393K13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-393P12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-394A18.1	176	48	258	192	54	248	41	33	8	68	69	100	250	47	38	4	54	4	172	47	109
RP3-395C13.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RP3-395M20.12	1	0	4	8	0	3	1	0	0	0	0	0	4	0	0	0	1	1	0	0	0
RP3-395M20.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-395M20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
RP3-395M20.7	4	0	10	3	0	1	0	0	0	2	2	1	2	1	0	0	0	0	1	0	0
RP3-395M20.8	27	1	4	16	1	54	10	4	1	3	14	5	26	13	16	0	3	0	12	8	11
RP3-395M20.9	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-395P12.2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP3-398G3.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-399J4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-399J4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-399J4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-399J4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-399L15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-399L15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-399L15.3	3	1	2	1	2	1	2	0	0	0	1	2	3	2	0	0	1	1	4	0	1
RP3-400B16.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
RP3-400B16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-400B16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-400B16.4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP3-402G11.25	2	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0
RP3-402G11.26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	1	0	5	0	0
RP3-402G11.27	0	1	0	1	0	3	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
RP3-402G11.28	0	0	0	0	1	2	0	0	0	0	1	0	3	0	4	0	0	0	5	1	0
RP3-403A15.1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP3-403L10.3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RP3-404F18.5	0	1	0	4	0	4	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
RP3-404K8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-405J10.2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RP3-405J10.3	36	4	32	19	3	30	2	8	0	2	2	7	11	1	9	0	3	0	11	8	17
RP3-405J10.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP3-405J10.5	0	0	0	1	1	6	1	2	0	0	1	2	8	1	0	0	0	0	1	0	2
RP3-406A7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-406A7.3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RP3-406A7.5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-406A7.7	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RP3-406C18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-406C18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-406P24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-406P24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-406P24.5	5	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	1	0	2	0	1
RP3-407E4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-407E4.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-407E4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-408N23.4	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	4	1	0
RP3-410C9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-412A9.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-412A9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-412A9.16	25	1	20	7	2	0	4	0	0	5	11	13	4	2	2	0	1	0	6	14	9
RP3-412A9.17	0	0	1	0	0	0	1	0	0	0	2	0	1	2	3	0	0	0	0	0	1
RP3-413H6.2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-414A15.10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP3-414A15.11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-414A15.12	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	1
RP3-414A15.2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
RP3-415N12.1	0	0	2	1	0	2	1	0	0	3	1	0	1	0	0	0	0	0	0	0	3
RP3-416H24.1	30	5	2	61	4	26	11	5	1	8	30	13	22	5	18	0	15	1	29	6	21
RP3-416H24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-416J7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-416J7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-416J7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP3-417G15.1	0	6	1	1	3	12	1	0	0	0	0	0	6	4	0	0	4	0	0	0	0
RP3-417L20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-417O22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-418A9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-418C23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-419C19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-419C19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-420J14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-422G23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-422G23.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP3-423B22.5	0	0	1	3	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0
RP3-424M6.4	6	0	10	5	4	11	0	0	0	7	0	11	10	5	2	0	7	0	13	3	13
RP3-425C14.4	12	6	10	17	6	30	2	1	0	0	2	5	8	6	1	0	0	0	6	2	4
RP3-425C14.5	1	0	0	1	0	0	0	0	0	1	2	1	2	0	0	0	2	0	0	0	0
RP3-425C14.6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-425C14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-425P12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-425P12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-425P12.4	0	0	3	0	0	2	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0
RP3-425P12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-426I6.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-426I6.5	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
RP3-426I6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-428A13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-428A13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-428L16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-428L16.2	0	2	1	0	2	0	0	0	0	0	1	0	7	0	1	0	1	1	1	0	1
RP3-429G5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-429O6.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-430A16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-430N8.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-430N8.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-431A14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-431C21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-431P23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-431P23.5	0	1	0	0	0	3	0	1	0	1	0	1	4	0	0	0	0	0	0	0	0
RP3-432I18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-433F14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-433F14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-433F14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-433G13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-434P1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-435K13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP3-436N22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-437C15.1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1
RP3-437C15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-437I16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-438O4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-439F8.1	0	0	0	1	0	3	0	0	0	0	0	6	2	2	0	0	1	1	1	0	0
RP3-441A12.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP3-442L6.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-443C4.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-445N2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-445O10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-446N13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-446N13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-446N13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-446N13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-446N13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-448I9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-448I9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-449H6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-449H6.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-449M8.6	0	0	0	3	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	2
RP3-449M8.9	0	3	2	2	3	10	0	3	2	4	7	9	2	3	0	0	2	0	3	0	2
RP3-449O17.1	4	0	23	18	2	22	3	1	0	13	12	9	39	16	4	1	17	0	18	11	17
RP3-450M14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-452M16.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP3-453C12.14	7	0	1	14	5	0	0	0	0	0	0	3	3	1	0	0	0	0	1	1	0
RP3-453C12.15	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
RP3-453C12.8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP3-453I5.2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-453P22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-454B23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-455E7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-455H14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-455J7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-455J7.4	0	1	2	0	0	1	0	0	0	0	1	1	4	0	1	0	1	0	3	1	13
RP3-460G2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP3-461F17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-461F17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-461F17.3	2	0	3	1	0	2	2	8	0	1	0	0	9	1	2	0	3	0	2	2	4
RP3-461P17.10	3	0	4	1	0	4	3	1	1	0	0	2	0	0	1	0	1	0	1	1	2
RP3-461P17.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-461P17.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-462C17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-462D8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-463P15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-465N24.5	0	0	4	4	0	2	3	1	0	0	0	0	3	3	2	0	0	0	2	0	1
RP3-465N24.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RP3-466I7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-466P17.1	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	0
RP3-466P17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-467K16.2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP3-467K16.4	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0
RP3-467K16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-467L1.4	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
RP3-467L1.6	3	0	0	3	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-467N11.1	0	1	1	2	0	1	0	1	0	0	0	3	1	0	1	0	0	0	2	1	6
RP3-467N11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-468B3.2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RP3-468B3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-468K18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-468K18.6	4	0	1	0	0	0	3	4	0	1	0	9	9	0	0	0	1	0	0	0	1
RP3-468K18.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-468O1.6	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-469D22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-470B24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP3-470L22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP3-471C18.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
RP3-471C18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-471M13.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-472M2.2	0	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0
RP3-473B4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-473L9.4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-474G15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP3-475N16.1	3	1	12	1	0	1	0	0	0	0	5	0	1	0	0	0	0	0	3	0	1
RP3-476K8.3	0	0	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
RP3-476K8.4	0	1	1	0	0	0	0	0	1	0	0	1	5	2	0	0	0	0	1	0	0
RP3-477M7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-477M7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-477O4.14	2	0	3	2	0	3	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0
RP3-477O4.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-481A17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-481F12.1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-483K16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-486D24.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP3-486I3.4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-486I3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-486I3.7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
RP3-492J12.2	0	0	2	1	0	0	0	0	0	0	1	2	5	0	0	0	1	0	1	0	0
RP3-492P14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-495K2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-495K2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-495K2.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-495K2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-495O10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-496C20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
RP3-497J21.1	2	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	2	0	1
RP3-499B10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-500L14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-503A6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-507I15.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-507I15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-508D13.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-508I15.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP3-508I15.14	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0
RP3-508I15.18	1	0	0	1	0	2	0	0	0	0	1	1	2	1	0	0	0	0	1	0	0
RP3-508I15.19	3	1	8	5	0	8	0	1	1	0	1	3	3	1	1	0	1	0	1	2	6
RP3-508I15.20	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP3-508I15.21	1	0	5	2	1	4	1	1	1	0	1	1	8	1	3	1	2	1	1	1	4
RP3-508I15.22	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
RP3-508I15.9	3	0	12	2	1	15	1	0	0	2	1	4	14	3	1	0	0	1	8	5	11
RP3-509I19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-509I19.11	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
RP3-509I19.6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP3-509L4.3	4	1	7	5	0	6	0	0	1	0	5	0	1	2	2	1	4	0	5	3	0
RP3-510D11.1	1	4	0	2	0	0	0	0	0	0	4	1	3	0	3	0	4	0	0	0	8
RP3-510D11.2	2	1	0	3	0	1	0	1	0	1	1	1	2	0	0	0	0	1	1	0	0
RP3-510H16.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP3-510L9.1	2	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RP3-510O8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-510O8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-511B24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-512B11.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP3-512E2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-513G18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-514A23.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP3-514P16.1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
RP3-518E13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-520B18.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
